depth,temp,salinity,oxygen,oxygensat,silicate,nitrate,chloro,pressure,phosphate,phaeo,potden,volanol,dynamicheight,ammonium,darkas
50.0,11.89,33.282,5.04,82.2,7.0,10.4,0.56,50,1.0,0.5,25.277,269.6,0.175,0.0,0.15
59.0,11.36,33.327,4.64,74.8,10.3,13.9,0.31,59,1.22,0.4,25.41,257.2,0.199,0.0,0.15
0.0,17.73,33.387,5.52,101.4,1.1,0.1,0.16,0,0.27,0.04,24.104,380.2,0.0,0.0,0.14
3.0,17.73,33.387,5.52,101.4,1.1,0.1,0.16,3,0.27,0.04,24.104,380.3,0.011,0.0,0.14
13.0,17.72,33.384,5.51,101.2,1.0,0.1,0.17,13,0.27,0.04,24.104,380.5,0.049,0.0,0.16
17.0,17.71,33.387,5.53,101.5,1.1,0.1,0.18,17,0.27,0.04,24.109,380.2,0.065,0.0,0.13
20.0,17.71,33.383,5.48,100.6,1.0,0.1,0.18,20,0.27,0.05,24.106,380.6,0.076,0.0,0.14
30.0,17.69,33.389,5.47,100.4,0.9,0.1,0.2,30,0.27,0.05,24.116,380.0,0.114,0.0,0.16
31.0,17.65,33.393,5.53,101.4,0.9,0.1,0.2,31,0.27,0.05,24.129,378.8,0.118,0.0,0.16
60.0,12.13,33.215,5.37,88.0,4.5,6.9,0.37,60,0.76,0.39,25.18,279.1,0.213,0.0,0.07
69.0,11.44,33.338,4.7,75.9,9.1,12.9,0.18,69,1.13,0.22,25.404,258.0,0.237,0.0,0.1
0.0,17.62,33.379,5.54,101.5,0.9,0.1,0.25,0,0.29,0.05,24.124,378.2,0.0,0.0,0.13
2.0,17.62,33.379,5.54,101.5,0.9,0.1,0.25,2,0.29,0.05,24.124,378.3,0.008,0.0,0.13
10.0,17.62,33.373,5.52,101.2,1.0,0.1,0.26,10,0.28,0.05,24.12,379.0,0.038,0.0,0.13
12.0,17.62,33.375,5.55,101.7,1.0,0.1,0.26,12,0.28,0.05,24.121,378.9,0.045,0.0,0.12
14.0,17.63,33.375,5.53,101.4,0.3,0.1,0.24,14,0.27,0.06,24.119,379.2,0.053,0.0,0.14
20.0,17.62,33.372,5.52,101.2,0.4,0.1,0.25,20,0.27,0.06,24.119,379.3,0.076,0.01,0.15
25.0,17.62,33.383,5.54,101.5,0.5,0.1,0.25,25,0.27,0.06,24.128,378.7,0.095,0.01,0.15
30.0,17.61,33.367,5.5,100.8,1.1,1.6,0.35,30,0.38,0.12,24.118,379.8,0.114,0.01,0.15
49.0,13.29,33.399,5.25,88.2,3.5,7.4,0.71,49,0.8,0.35,25.097,286.9,0.177,0.0,0.15
50.0,13.07,33.387,5.02,84.0,3.9,8.0,0.7,50,0.84,0.36,25.131,283.6,0.18,0.0,0.15
55.0,12.72,33.41,4.9,81.4,5.9,10.9,0.64,55,1.02,0.4,25.218,275.5,0.194,0.0,0.15
0.0,16.49,33.454,5.92,106.2,1.0,0.1,0.75,0,0.31,0.14,24.448,347.4,0.0,0.03,0.26
2.0,16.49,33.454,5.92,106.2,1.0,0.1,0.75,2,0.31,0.14,24.448,347.4,0.007,0.03,0.26
10.0,15.97,33.423,5.84,103.7,1.9,0.9,1.04,10,0.38,0.25,24.543,338.6,0.034,0.07,0.27
14.0,15.94,33.423,5.82,103.3,2.0,1.0,0.98,14,0.39,0.24,24.55,338.1,0.048,0.05,0.26
20.0,14.88,33.392,5.46,94.8,3.5,3.2,0.84,20,0.56,0.25,24.76,318.2,0.068,0.25,0.23
25.0,14.01,33.367,5.22,89.0,4.7,5.1,0.73,25,0.7,0.26,24.925,302.7,0.083,0.42,0.21
30.0,13.72,33.354,5.04,85.4,5.9,6.2,0.61,30,0.78,0.33,24.974,298.0,0.098,0.53,0.18
0.0,17.65,33.22,5.6,102.6,1.5,0.0,0.12,0,0.28,0.04,23.995,390.5,0.0,0.0,0.14
2.0,17.65,33.22,5.6,102.6,1.5,0.0,0.12,2,0.28,0.04,23.995,390.6,0.008,0.0,0.14
19.0,17.59,33.222,5.54,101.4,1.3,0.0,0.14,19,0.27,0.04,24.012,389.6,0.074,0.0,0.17
20.0,17.58,33.223,5.52,101.0,1.3,0.0,0.14,20,0.27,0.04,24.015,389.3,0.078,0.0,0.17
25.0,17.53,33.225,5.54,101.3,1.3,0.0,0.14,25,0.27,0.04,24.029,388.2,0.097,0.01,0.16
30.0,17.52,33.238,5.56,101.6,1.3,0.0,0.19,30,0.28,0.07,24.041,387.1,0.117,0.01,0.16
45.0,13.89,33.121,6.1,103.6,1.9,0.0,0.38,45,0.3,0.26,24.76,318.9,0.17,0.0,0.13
50.0,13.58,33.124,5.99,101.1,2.0,0.2,0.4,50,0.32,0.29,24.826,312.7,0.186,0.0,0.13
75.0,12.81,33.218,5.67,94.2,2.8,1.5,0.32,75,0.41,0.29,25.052,291.8,0.262,0.0,0.11
84.0,12.44,33.228,5.57,91.9,3.5,2.9,0.23,84,0.49,0.26,25.132,284.4,0.288,0.0,0.1
98.0,10.82,33.243,5.36,85.4,5.4,5.9,0.16,98,0.68,0.17,25.442,255.0,0.326,0.0,0.07
0.0,18.47,33.171,5.44,101.2,1.4,0.0,0.13,0,0.29,0.04,23.757,413.2,0.0,0.0,0.1
3.0,18.47,33.171,5.44,101.2,1.4,0.0,0.13,3,0.29,0.04,23.758,413.3,0.012,0.0,0.1
16.0,18.47,33.169,5.44,101.2,1.3,0.0,0.14,16,0.28,0.04,23.757,413.8,0.066,0.0,0.12
20.0,18.47,33.167,5.42,100.8,1.3,0.0,0.14,20,0.28,0.04,23.755,414.1,0.083,0.0,0.12
22.0,18.47,33.171,5.44,101.2,1.3,0.0,0.13,22,0.28,0.03,23.758,413.9,0.091,0.0,0.12
30.0,18.47,33.166,5.42,100.8,1.3,0.0,0.14,30,0.28,0.04,23.755,414.5,0.124,0.0,0.11
38.0,18.47,33.177,5.45,101.4,1.3,0.0,0.14,38,0.28,0.04,23.764,413.9,0.157,0.0,0.11
50.0,18.2,33.158,5.5,101.8,1.2,0.0,0.15,50,0.28,0.05,23.816,409.3,0.206,0.0,0.09
72.0,14.23,33.035,6.06,103.6,1.5,0.0,0.28,72,0.32,0.19,24.624,332.6,0.287,0.0,0.05
75.0,14.16,33.04,5.98,102.1,1.5,0.1,0.28,75,0.33,0.21,24.643,331.0,0.297,0.01,0.06
84.0,13.64,33.037,5.96,100.7,1.6,0.2,0.3,84,0.36,0.28,24.747,321.1,0.326,0.03,0.07
0.0,16.77,33.369,6.61,119.2,1.0,0.1,2.88,0,0.22,0.15,24.318,359.8,0.0,0.0,0.39
2.0,16.77,33.369,6.61,119.2,1.0,0.1,2.88,2,0.22,0.15,24.318,359.8,0.007,0.0,0.39
8.0,16.14,33.358,6.31,112.3,1.2,0.1,0.86,8,0.25,0.21,24.454,347.0,0.029,0.0,0.3
10.0,15.51,33.35,6.09,107.1,1.5,0.1,0.94,10,0.29,0.26,24.589,334.2,0.035,0.0,0.21
18.0,12.87,33.286,5.28,87.9,3.9,0.8,1.8,18,0.56,0.51,25.092,286.5,0.06,0.0,0.27
20.0,12.74,33.289,4.72,78.4,5.1,3.5,1.52,20,0.69,0.49,25.12,283.9,0.066,0.02,0.29
30.0,11.55,33.346,4.32,70.0,10.0,13.1,0.5,30,1.15,0.37,25.389,258.5,0.093,0.15,0.4
33.0,11.5,33.354,4.33,70.1,10.9,14.1,0.38,33,1.21,0.3,25.405,257.0,0.101,0.2,0.44
38.0,11.34,33.377,4.21,67.9,11.6,14.9,0.26,38,1.27,0.25,25.452,252.7,0.113,0.0,0.07
0.0,15.61,33.354,5.96,105.0,0.3,0.1,0.52,0,0.26,0.17,24.57,335.7,0.0,0.22,0.21
2.0,15.61,33.354,5.96,105.0,0.3,0.1,0.52,2,0.26,0.17,24.57,335.8,0.007,0.22,0.21
10.0,15.3,33.334,5.99,104.9,0.1,0.1,0.72,10,0.28,0.22,24.623,330.9,0.033,0.02,0.22
11.0,15.24,33.335,6.0,104.9,0.1,0.1,0.75,11,0.28,0.23,24.637,329.6,0.037,0.0,0.22
14.0,15.12,33.329,6.0,104.7,0.1,0.1,0.93,14,0.27,0.34,24.659,327.7,0.047,0.0,0.22
20.0,14.96,33.33,5.81,101.0,1.0,1.1,0.88,20,0.38,0.45,24.695,324.4,0.066,0.31,0.17
24.0,13.89,33.284,5.72,97.3,1.6,1.7,0.85,24,0.45,0.52,24.885,306.4,0.079,0.51,0.13
30.0,13.09,33.264,5.34,89.3,3.4,3.9,0.61,30,0.61,0.46,25.032,292.6,0.097,0.55,0.12
48.0,10.98,33.208,5.04,80.6,8.8,11.0,0.15,48,1.01,0.27,25.385,259.2,0.147,0.0,0.08
50.0,10.85,33.245,4.79,76.4,10.0,12.2,0.13,50,1.09,0.25,25.437,254.3,0.152,0.0,0.08
54.0,10.95,33.355,4.47,71.5,12.4,14.6,0.1,54,1.25,0.22,25.505,248.0,0.162,0.0,0.07
0.0,18.5,33.2,5.45,101.5,1.4,0.1,0.14,0,0.28,0.03,23.772,411.8,0.0,0.34,0.15
2.0,18.5,33.2,5.45,101.5,1.4,0.1,0.14,2,0.28,0.03,23.772,411.9,0.008,0.34,0.15
19.0,18.04,33.195,5.51,101.7,1.2,0.0,0.12,19,0.28,0.04,23.882,401.9,0.077,0.0,0.08
20.0,18.07,33.201,5.53,102.1,1.2,0.0,0.12,20,0.28,0.04,23.88,402.2,0.081,0.0,0.09
25.0,17.71,33.219,5.59,102.5,1.2,0.0,0.13,25,0.27,0.03,23.981,392.7,0.101,0.0,0.14
30.0,17.51,33.222,5.58,102.0,1.1,0.0,0.15,30,0.28,0.04,24.031,388.1,0.121,0.0,0.13
45.0,14.41,33.082,6.1,104.7,1.5,0.0,0.21,45,0.32,0.14,24.622,332.1,0.176,0.0,0.12
50.0,13.9,33.065,5.93,100.7,1.7,0.2,0.26,50,0.35,0.21,24.715,323.3,0.192,0.0,0.12
75.0,12.26,33.192,5.29,86.9,4.6,5.7,0.2,75,0.69,0.26,25.138,283.5,0.268,0.0,0.09
84.0,11.75,33.196,5.26,85.5,5.5,6.9,0.16,84,0.76,0.22,25.237,274.2,0.293,0.0,0.07
98.0,10.83,33.308,4.89,77.9,9.5,11.6,0.07,98,1.04,0.11,25.491,250.3,0.33,0.0,0.08
10.0,17.4,33.396,5.6,102.2,0.9,0.1,0.4,10,0.28,0.12,24.19,372.3,0.038,0.02,0.2
14.0,17.19,33.377,5.62,102.2,0.9,0.1,0.63,14,0.29,0.21,24.226,369.0,0.052,0.04,0.21
19.0,17.16,33.39,5.65,102.6,0.9,0.1,0.44,19,0.27,0.17,24.243,367.5,0.071,0.0,0.16
20.0,17.1,33.4,5.66,102.7,0.9,0.1,0.45,20,0.27,0.17,24.265,365.5,0.075,0.0,0.15
30.0,16.59,33.381,5.74,103.1,0.8,0.1,0.65,30,0.28,0.23,24.37,355.8,0.111,0.01,0.14
33.0,16.11,33.34,5.8,103.2,0.7,0.1,0.73,33,0.28,0.26,24.448,348.4,0.121,0.0,0.14
50.0,12.8,33.224,5.28,87.7,4.2,4.6,0.28,50,0.64,0.27,25.058,290.5,0.175,0.0,0.06
63.0,12.29,33.268,5.01,82.4,6.9,8.5,0.17,63,0.87,0.16,25.191,278.2,0.212,0.0,0.0
72.0,12.01,33.312,4.86,79.5,8.3,10.2,0.14,72,0.98,0.16,25.279,270.1,0.237,0.0,0.06
0.0,18.51,33.244,5.42,101.0,1.7,0.0,0.15,0,0.29,0.04,23.803,408.8,0.0,0.0,0.1
3.0,18.51,33.244,5.42,101.0,1.7,0.0,0.15,3,0.29,0.04,23.803,408.9,0.012,0.0,0.1
18.0,18.51,33.247,5.42,101.0,1.4,0.0,0.15,18,0.29,0.04,23.806,409.2,0.074,0.0,0.13
20.0,18.51,33.241,5.41,100.8,1.4,0.0,0.15,20,0.29,0.04,23.802,409.7,0.082,0.0,0.14
23.0,18.51,33.243,5.42,101.0,1.4,0.0,0.15,23,0.29,0.04,23.804,409.6,0.094,0.0,0.16
30.0,18.51,33.24,5.42,101.0,1.4,0.1,0.16,30,0.28,0.04,23.802,410.0,0.123,0.0,0.13
40.0,18.48,33.242,5.42,100.9,1.3,0.0,0.16,40,0.28,0.05,23.811,409.5,0.164,0.0,0.09
50.0,16.03,33.193,5.94,105.4,1.5,0.0,0.22,50,0.26,0.07,24.354,357.9,0.202,0.0,0.09
75.0,14.37,33.348,5.87,100.8,2.1,0.1,0.21,75,0.27,0.18,24.836,312.5,0.285,0.0,0.08
77.0,14.33,33.348,5.86,100.6,2.1,0.1,0.2,77,0.27,0.2,24.845,311.8,0.292,0.0,0.08
91.0,13.44,33.305,5.77,97.2,2.3,0.2,0.2,91,0.32,0.22,24.995,297.7,0.334,0.02,0.11
0.0,19.19,33.301,5.37,101.4,1.1,0.1,0.1,0,0.3,0.03,23.676,420.9,0.0,0.0,0.05
2.0,19.19,33.301,5.37,101.4,1.1,0.1,0.1,2,0.3,0.03,23.676,421.0,0.008,0.0,0.05
17.0,19.2,33.3,5.47,103.3,1.2,0.1,0.1,17,0.3,0.02,23.674,421.8,0.072,0.0,0.12
20.0,19.2,33.298,5.35,101.0,1.2,0.1,0.1,20,0.29,0.03,23.672,422.0,0.084,0.02,0.17
21.0,19.18,33.3,5.36,101.2,1.1,0.1,0.1,21,0.29,0.03,23.679,421.4,0.088,0.03,0.18
40.0,17.25,33.163,5.61,102.0,1.1,0.1,0.18,40,0.29,0.05,24.048,386.8,0.166,0.0,0.08
50.0,15.86,33.123,5.89,104.1,1.3,0.1,0.24,50,0.31,0.13,24.338,359.4,0.203,0.0,0.07
75.0,13.22,33.076,5.8,97.1,2.2,1.2,0.36,75,0.44,0.35,24.862,310.0,0.287,0.0,0.04
86.0,12.53,33.103,5.73,94.6,2.9,2.3,0.21,86,0.49,0.21,25.018,295.3,0.32,0.0,0.03
0.0,18.24,33.494,6.06,112.5,0.8,0.0,0.88,0,0.24,0.11,24.061,384.2,0.0,0.03,0.37
2.0,18.24,33.494,6.06,112.5,0.8,0.0,0.88,2,0.24,0.11,24.061,384.3,0.008,0.03,0.37
10.0,18.18,33.49,5.99,111.1,0.7,0.0,0.47,10,0.26,0.1,24.073,383.4,0.038,0.2,0.32
12.0,17.98,33.493,5.99,110.6,0.6,0.0,0.36,12,0.26,0.1,24.125,378.6,0.046,0.24,0.3
16.0,16.91,33.507,5.94,107.5,0.9,0.0,0.33,16,0.29,0.1,24.391,353.3,0.061,0.03,0.28
20.0,16.24,33.496,5.96,106.4,1.5,0.1,0.54,20,0.35,0.17,24.538,339.4,0.075,0.02,0.26
29.0,13.94,33.4,5.3,90.3,2.8,4.1,0.78,29,0.65,0.32,24.965,299.0,0.104,0.32,0.22
30.0,13.87,33.375,5.16,87.8,3.1,4.5,0.76,30,0.67,0.32,24.96,299.4,0.107,0.28,0.21
50.0,11.33,33.264,4.69,75.6,9.5,11.8,0.27,50,1.09,0.22,25.366,261.1,0.163,0.0,0.13
54.0,11.04,33.294,4.56,73.0,11.0,13.2,0.19,54,1.17,0.22,25.442,254.0,0.173,0.0,0.11
62.0,10.72,33.348,4.34,69.0,13.0,15.0,0.14,62,1.29,0.13,25.54,244.8,0.193,0.01,0.05
0.0,18.66,33.245,5.45,101.8,1.4,0.0,0.13,0,0.3,0.03,23.767,412.3,0.0,0.18,0.3
2.0,18.66,33.245,5.45,101.8,1.4,0.0,0.13,2,0.3,0.03,23.767,412.4,0.008,0.18,0.3
18.0,18.65,33.244,5.45,101.8,1.3,0.1,0.14,18,0.29,0.03,23.769,412.7,0.074,0.07,0.3
20.0,18.56,33.241,5.46,101.8,1.3,0.1,0.16,20,0.29,0.04,23.789,410.8,0.083,0.05,0.27
24.0,18.2,33.247,5.51,102.0,1.2,0.0,0.22,24,0.29,0.06,23.883,402.0,0.099,0.0,0.2
30.0,17.96,33.233,5.58,102.9,1.2,0.0,0.25,30,0.29,0.07,23.931,397.6,0.123,0.07,0.2
43.0,15.38,33.201,5.95,104.2,1.2,0.0,0.5,43,0.32,0.3,24.505,343.3,0.171,0.11,0.2
50.0,14.48,33.279,6.09,104.8,1.9,0.5,0.57,50,0.4,0.33,24.759,319.2,0.194,0.14,0.18
75.0,12.64,33.326,4.98,82.5,6.5,8.4,0.28,75,0.88,0.31,25.169,280.6,0.27,0.05,0.12
81.0,12.01,33.356,4.72,77.2,8.4,10.9,0.16,81,1.02,0.2,25.313,267.0,0.286,0.04,0.1
93.0,11.33,33.418,4.32,69.7,12.1,14.5,0.08,93,1.25,0.11,25.487,250.7,0.317,0.0,0.0
0.0,19.46,33.261,5.36,101.7,1.5,0.1,0.1,0,0.29,0.03,23.577,430.4,0.0,0.0,0.06
2.0,19.46,33.261,5.36,101.7,1.5,0.1,0.1,2,0.29,0.03,23.577,430.5,0.009,0.0,0.06
10.0,19.36,33.256,5.36,101.5,1.4,0.1,0.1,10,0.29,0.02,23.599,428.7,0.043,0.02,0.09
20.0,19.3,33.256,5.38,101.7,1.3,0.0,0.1,20,0.29,0.02,23.615,427.5,0.086,0.0,0.12
26.0,19.11,33.244,5.42,102.1,1.3,0.0,0.09,26,0.28,0.02,23.654,424.0,0.111,0.0,0.19
30.0,19.09,33.241,5.38,101.3,1.3,0.0,0.09,30,0.28,0.02,23.657,423.9,0.128,0.0,0.18
46.0,18.09,33.24,5.42,100.2,1.2,0.0,0.14,46,0.29,0.04,23.906,400.7,0.195,0.0,0.15
50.0,17.73,33.364,5.78,106.1,1.4,0.0,0.15,50,0.27,0.04,24.088,383.4,0.211,0.0,0.14
75.0,15.5,33.437,5.92,104.1,1.9,0.0,0.22,75,0.22,0.11,24.661,329.4,0.3,0.0,0.08
87.0,15.02,33.462,5.9,102.8,2.1,0.0,0.22,87,0.22,0.16,24.786,317.8,0.339,0.0,0.05
100.0,14.26,33.511,5.7,97.8,2.5,0.1,0.22,100,0.3,0.18,24.986,299.0,0.379,0.06,0.02
0.0,12.79,33.439,6.05,100.7,2.6,2.5,1.07,0,0.58,0.52,25.226,273.3,0.0,0.71,0.15
3.0,12.79,33.439,6.05,100.7,2.6,2.5,1.07,3,0.58,0.52,25.226,273.4,0.008,0.71,0.15
10.0,12.76,33.44,6.11,101.6,2.4,2.5,1.02,10,0.55,0.64,25.233,272.9,0.027,0.64,0.12
14.0,12.7,33.44,6.05,100.5,2.5,2.5,1.16,14,0.57,0.73,25.244,271.9,0.038,0.61,0.15
20.0,12.22,33.453,5.29,87.0,5.2,5.1,0.93,20,0.73,0.7,25.347,262.2,0.054,0.58,0.13
27.0,12.08,33.451,5.18,84.9,8.4,8.1,0.66,27,0.92,0.67,25.372,260.0,0.073,0.55,0.1
30.0,12.07,33.449,5.14,84.2,8.9,8.6,0.62,30,0.95,0.63,25.373,260.1,0.08,0.52,0.1
50.0,11.24,33.539,3.97,63.9,15.3,15.8,0.62,50,1.39,0.67,25.596,239.2,0.13,0.29,0.09
58.0,11.07,33.536,3.84,61.6,15.1,16.6,0.86,58,1.44,0.9,25.625,236.7,0.149,0.37,0.11
0.0,13.93,33.156,6.0,102.0,2.6,0.0,0.23,0,0.33,0.06,24.777,316.0,0.0,0.0,0.1
2.0,13.93,33.156,6.0,102.0,2.6,0.0,0.23,2,0.33,0.06,24.778,316.0,0.006,0.0,0.1
10.0,13.87,33.159,6.0,101.9,2.6,0.0,0.25,10,0.33,0.06,24.792,314.8,0.032,0.0,0.09
13.0,13.86,33.159,5.99,101.7,2.6,0.0,0.25,13,0.33,0.06,24.795,314.7,0.041,0.0,0.09
18.0,13.79,33.154,6.01,101.9,2.6,0.0,0.28,18,0.33,0.08,24.805,313.8,0.057,0.0,0.1
20.0,13.78,33.156,6.02,102.1,2.6,0.0,0.31,20,0.33,0.09,24.809,313.5,0.063,0.0,0.1
30.0,13.68,33.137,6.01,101.7,2.6,0.0,0.4,30,0.33,0.14,24.815,313.2,0.094,0.0,0.1
35.0,13.71,33.135,5.99,101.4,2.6,0.0,0.43,35,0.33,0.16,24.807,314.1,0.11,0.0,0.09
50.0,13.53,33.172,5.97,100.7,2.8,0.4,0.28,50,0.38,0.13,24.873,308.2,0.157,0.18,0.25
65.0,12.23,33.092,5.83,95.6,3.9,2.2,0.13,65,0.51,0.1,25.066,290.1,0.202,0.09,0.41
75.0,11.83,33.124,5.6,91.1,4.9,4.6,0.1,75,0.64,0.1,25.166,280.8,0.23,0.0,0.05
0.0,13.01,32.944,6.16,102.7,3.1,0.1,0.34,0,0.34,0.08,24.799,313.9,0.0,0.0,0.07
3.0,13.01,32.944,6.16,102.7,3.1,0.1,0.34,3,0.34,0.08,24.799,314.0,0.009,0.0,0.07
10.0,12.98,32.94,6.14,102.3,3.0,0.1,0.36,10,0.34,0.1,24.802,313.9,0.031,0.0,0.08
14.0,12.97,32.942,6.15,102.4,3.1,0.1,0.35,14,0.34,0.09,24.806,313.6,0.044,0.06,0.1
27.0,12.88,32.935,6.14,102.0,3.2,0.1,0.44,27,0.34,0.09,24.818,312.8,0.085,0.0,4.9
30.0,12.79,32.947,6.17,102.3,3.3,0.2,0.45,30,0.35,0.1,24.845,310.3,0.094,0.0,0.0
50.0,12.77,33.062,6.12,101.5,3.6,0.8,0.46,50,0.39,0.14,24.939,301.9,0.155,0.05,0.35
52.0,12.73,33.059,6.13,101.6,3.6,0.8,0.46,52,0.39,0.14,24.944,301.4,0.161,0.06,0.06
57.0,12.51,33.065,6.09,100.5,3.8,1.2,0.38,57,0.42,0.15,24.992,297.0,0.176,0.12,0.05
0.0,13.03,33.43,6.06,101.3,2.8,2.4,2.97,0,0.54,0.68,25.172,278.4,0.0,0.49,0.17
1.0,13.03,33.43,6.06,101.3,2.8,2.4,2.97,1,0.54,0.68,25.172,278.5,0.003,0.49,0.17
8.0,12.85,33.43,6.07,101.1,2.8,2.4,3.9,8,0.55,1.07,25.207,275.3,0.022,0.49,0.18
10.0,12.84,33.432,6.02,100.3,2.7,2.4,3.69,10,0.58,0.99,25.211,275.0,0.028,0.53,0.17
11.0,12.84,33.43,6.04,100.6,2.7,2.4,3.59,11,0.59,0.95,25.209,275.2,0.03,0.55,0.16
20.0,12.79,33.436,5.98,99.5,2.7,2.6,3.87,20,0.58,0.99,25.224,274.0,0.055,0.57,0.16
22.0,12.79,33.438,6.01,100.0,2.7,2.6,3.93,22,0.58,1.0,25.225,273.9,0.061,0.57,0.16
30.0,12.78,33.439,5.99,99.6,2.7,2.7,3.88,30,0.6,0.92,25.228,273.8,0.083,0.64,0.16
41.0,12.21,33.474,5.57,91.6,5.3,5.4,3.04,41,0.78,1.3,25.366,261.0,0.112,1.0,0.15
48.0,11.95,33.506,4.83,79.0,10.0,9.5,1.58,48,1.06,1.01,25.44,254.1,0.13,1.05,0.11
0.0,12.66,33.413,6.18,102.5,3.2,3.3,0.71,0,0.61,0.5,25.231,272.8,0.0,0.64,0.12
1.0,12.66,33.413,6.18,102.5,3.2,3.3,0.71,1,0.61,0.5,25.231,272.8,0.003,0.64,0.12
8.0,12.66,33.409,6.17,102.4,3.1,3.3,0.72,8,0.6,0.48,25.228,273.3,0.022,0.63,0.11
10.0,12.66,33.41,6.14,101.9,3.2,3.3,0.74,10,0.6,0.44,25.229,273.3,0.027,0.63,0.07
11.0,12.66,33.41,6.16,102.2,3.2,3.3,0.76,11,0.6,0.42,25.229,273.3,0.03,0.63,0.06
20.0,12.66,33.413,6.14,101.9,3.2,3.4,0.71,20,0.6,0.38,25.231,273.3,0.055,0.64,0.13
39.0,12.57,33.419,6.09,100.8,3.6,3.7,0.73,39,0.62,0.54,25.254,271.6,0.106,0.71,0.11
44.0,12.51,33.43,5.91,97.7,5.1,4.7,0.62,44,0.7,0.59,25.274,269.8,0.12,0.82,0.17
0.0,14.91,33.336,5.82,101.1,2.1,0.0,0.15,0,0.3,0.04,24.71,322.4,0.0,0.0,0.08
2.0,14.91,33.336,5.82,101.1,2.1,0.0,0.15,2,0.3,0.04,24.71,322.5,0.006,0.0,0.08
10.0,14.91,33.338,5.82,101.1,2.0,0.0,0.15,10,0.29,0.04,24.711,322.6,0.032,0.0,0.07
15.0,14.92,33.336,5.86,101.8,2.0,0.0,0.15,15,0.29,0.04,24.708,323.0,0.048,0.0,0.06
20.0,14.92,33.336,5.82,101.1,2.0,0.0,0.15,20,0.29,0.04,24.708,323.2,0.065,0.0,0.07
37.0,14.91,33.336,5.82,101.1,2.0,0.0,0.16,37,0.29,0.04,24.711,323.4,0.12,0.0,0.08
72.0,13.54,33.239,5.69,96.0,3.1,1.5,0.32,72,0.43,0.16,24.923,304.1,0.231,0.0,0.03
75.0,13.23,33.234,5.67,95.1,3.4,2.1,0.3,75,0.47,0.16,24.982,298.5,0.24,0.0,0.03
81.0,12.88,33.242,5.5,91.6,4.1,3.4,0.26,81,0.54,0.16,25.058,291.4,0.258,0.0,0.04
0.0,14.35,33.372,6.1,104.8,2.1,0.0,0.9,0,0.31,0.25,24.857,308.4,0.0,0.0,0.16
2.0,14.35,33.372,6.1,104.8,2.1,0.0,0.9,2,0.31,0.25,24.857,308.5,0.006,0.0,0.16
8.0,14.33,33.37,6.09,104.6,2.1,0.0,0.99,8,0.31,0.28,24.86,308.4,0.025,0.0,0.17
10.0,14.32,33.371,6.07,104.2,2.1,0.0,1.0,10,0.31,0.28,24.863,308.1,0.031,0.0,0.17
11.0,14.31,33.371,6.09,104.5,2.1,0.0,1.01,11,0.31,0.28,24.865,308.0,0.034,0.0,0.16
20.0,14.19,33.369,6.04,103.4,2.2,0.1,1.1,20,0.34,0.3,24.889,306.0,0.062,0.0,0.13
38.0,12.11,33.38,3.94,64.6,12.2,13.7,0.42,38,1.27,0.38,25.312,266.1,0.113,1.03,0.17
43.0,11.6,33.408,3.6,58.4,15.8,16.7,0.28,43,1.46,0.29,25.429,255.0,0.126,3.93,0.13
0.0,14.1,33.371,5.97,102.0,3.0,0.4,0.61,0,0.37,0.07,24.908,303.5,0.0,0.0,0.04
1.0,14.1,33.371,5.97,102.0,3.0,0.4,0.61,1,0.37,0.07,24.908,303.5,0.003,0.0,0.04
10.0,14.02,33.37,5.91,100.8,3.0,0.4,0.58,10,0.37,0.17,24.924,302.2,0.03,0.0,0.09
12.0,14.01,33.37,5.95,101.5,3.0,0.4,0.57,12,0.37,0.19,24.927,302.1,0.036,0.0,0.11
16.0,14.01,33.37,5.95,101.5,3.0,0.4,0.55,16,0.37,0.14,24.927,302.2,0.048,0.0,0.09
20.0,14.0,33.37,5.91,100.8,3.0,0.4,0.59,20,0.37,0.12,24.929,302.1,0.061,0.0,0.08
30.0,13.98,33.369,5.89,100.4,3.0,0.4,0.64,30,0.37,0.08,24.933,302.0,0.091,0.03,0.03
31.0,13.98,33.373,5.93,101.1,3.0,0.4,0.65,31,0.37,0.08,24.936,301.8,0.094,0.03,0.03
50.0,12.41,33.35,5.14,84.8,7.0,7.1,0.32,50,0.81,0.13,25.232,274.0,0.149,0.0,0.04
58.0,10.95,33.397,4.49,71.8,11.5,12.9,0.15,58,1.15,0.09,25.538,244.9,0.17,0.0,0.05
66.0,10.28,33.506,3.87,61.0,16.6,17.6,0.07,66,1.45,0.07,25.74,225.9,0.189,0.0,0.02
0.0,13.4,33.223,6.13,103.2,3.2,0.3,0.55,0,0.36,0.11,24.937,300.7,0.0,0.05,0.06
1.0,13.4,33.223,6.13,103.2,3.2,0.3,0.55,1,0.36,0.11,24.937,300.8,0.003,0.05,0.06
10.0,13.4,33.229,6.11,102.8,3.2,0.3,0.52,10,0.34,0.11,24.942,300.5,0.03,0.04,0.04
25.0,13.38,33.222,6.09,102.4,3.2,0.4,0.58,25,0.35,0.13,24.941,301.1,0.075,0.04,0.07
30.0,13.35,33.221,6.1,102.5,3.2,0.5,0.53,30,0.35,0.13,24.947,300.7,0.09,0.06,0.07
