depth,temp,salinity,oxygen,oxygensat,silicate,nitrate,chloro,pressure,phosphate,phaeo,potden,volanol,dynamicheight,ammonium,darkas
24.0,14.41,33.013,5.95,102.1,1.7,0.0,0.19,24,0.34,0.06,24.568,336.6,0.081,0.0,0.04
30.0,14.39,33.015,5.97,102.4,1.9,0.0,0.2,30,0.34,0.06,24.574,336.2,0.101,0.0,0.05
36.0,14.38,33.015,5.98,102.5,2.0,0.0,0.21,36,0.33,0.07,24.576,336.2,0.121,0.0,0.07
47.0,14.36,33.014,5.95,102.0,2.6,0.0,0.21,47,0.32,0.08,24.58,336.1,0.158,0.0,0.07
50.0,14.36,33.015,5.95,102.0,2.6,0.0,0.21,50,0.32,0.08,24.581,336.1,0.168,0.0,0.07
65.0,14.34,33.012,5.96,102.1,2.8,0.0,0.23,65,0.32,0.09,24.583,336.3,0.219,0.0,0.05
0.0,13.49,33.499,6.64,112.1,2.1,1.3,8.61,0,0.43,1.1,25.133,282.2,0.0,0.2,0.38
3.0,13.49,33.499,6.64,112.1,2.1,1.3,8.61,3,0.43,1.1,25.133,282.2,0.008,0.2,0.38
6.0,13.35,33.502,6.47,109.0,3.1,2.4,7.3,6,0.5,1.1,25.163,279.4,0.017,0.17,0.38
10.0,13.0,33.502,6.19,103.5,4.5,4.0,6.29,10,0.6,1.08,25.233,272.8,0.028,0.16,0.37
11.0,12.96,33.503,6.12,102.2,4.9,4.4,6.09,11,0.63,1.08,25.242,272.0,0.031,0.16,0.37
18.0,12.72,33.506,5.7,94.7,7.5,6.6,4.27,18,0.77,0.85,25.292,267.5,0.05,0.24,0.17
20.0,12.67,33.505,5.66,94.0,7.7,6.8,4.01,20,0.78,0.81,25.301,266.7,0.055,0.26,0.15
22.0,12.63,33.506,5.6,92.9,7.9,7.0,3.78,22,0.8,0.77,25.309,265.9,0.06,0.27,0.13
30.0,11.67,33.562,4.75,77.2,12.0,11.9,2.01,30,1.1,0.63,25.535,244.6,0.081,0.22,0.08
32.0,11.37,33.556,4.47,72.2,13.5,13.6,1.53,32,1.2,0.58,25.586,239.8,0.085,0.19,0.07
0.0,14.34,33.186,6.0,102.9,2.6,0.0,0.47,0,0.37,0.2,24.715,321.9,0.0,0.05,0.1
2.0,14.34,33.186,6.0,102.9,2.6,0.0,0.47,2,0.37,0.2,24.715,321.9,0.006,0.05,0.1
10.0,14.31,33.184,5.99,102.7,2.5,0.0,0.47,10,0.37,0.19,24.72,321.7,0.032,0.05,0.11
11.0,14.33,33.185,5.99,102.7,2.5,0.0,0.47,11,0.37,0.19,24.717,322.0,0.035,0.05,0.11
20.0,14.3,33.185,5.99,102.7,2.4,0.0,0.52,20,0.37,0.19,24.724,321.7,0.064,0.06,0.12
21.0,14.3,33.186,5.99,102.7,2.4,0.0,0.53,21,0.37,0.19,24.724,321.6,0.068,0.06,0.12
30.0,14.29,33.189,5.98,102.5,2.4,0.0,0.56,30,0.36,0.24,24.729,321.4,0.097,0.06,0.09
31.0,14.29,33.189,5.98,102.5,2.4,0.0,0.56,31,0.36,0.25,24.729,321.5,0.1,0.06,0.09
42.0,14.21,33.186,5.92,101.3,2.4,0.1,0.52,42,0.39,0.24,24.744,320.4,0.135,0.1,0.05
50.0,13.8,33.182,5.74,97.4,3.9,2.5,0.39,50,0.54,0.27,24.826,312.8,0.16,0.05,0.04
57.0,12.29,33.059,5.58,91.6,5.3,4.6,0.27,57,0.68,0.3,25.029,293.5,0.182,0.0,0.03
0.0,15.65,33.124,5.8,102.1,2.9,0.0,0.14,0,0.37,0.04,24.384,353.4,0.0,0.0,0.08
4.0,15.65,33.124,5.8,102.1,2.9,0.0,0.14,4,0.37,0.04,24.384,353.5,0.014,0.0,0.08
15.0,15.65,33.123,5.79,101.9,2.8,0.0,0.14,15,0.35,0.04,24.384,353.9,0.053,0.0,0.08
20.0,15.64,33.123,5.79,101.9,2.7,0.0,0.14,20,0.35,0.04,24.386,353.8,0.071,0.0,0.08
29.0,15.65,33.124,5.8,102.1,2.4,0.0,0.13,29,0.35,0.05,24.385,354.2,0.103,0.0,0.07
30.0,15.65,33.124,5.8,102.1,2.4,0.0,0.16,30,0.35,0.07,24.385,354.3,0.106,0.0,0.07
43.0,15.65,33.124,5.8,102.1,2.4,0.0,0.49,43,0.35,0.26,24.386,354.6,0.152,0.06,0.07
50.0,15.65,33.124,5.79,101.9,2.2,0.0,0.4,50,0.34,0.14,24.386,354.8,0.177,0.09,0.07
56.0,15.65,33.142,5.79,101.9,2.1,0.0,0.29,56,0.34,0.03,24.4,353.6,0.198,0.1,0.06
75.0,14.25,33.159,5.91,101.2,2.3,0.0,0.45,75,0.39,0.24,24.716,324.0,0.263,0.06,0.04
77.0,14.24,33.158,5.92,101.3,2.3,0.0,0.47,77,0.39,0.26,24.717,323.9,0.269,0.06,0.04
0.0,15.11,33.434,6.04,105.4,2.7,0.3,1.53,0,0.39,0.25,24.742,319.4,0.0,0.09,0.2
2.0,15.11,33.434,6.04,105.4,2.7,0.3,1.53,2,0.39,0.25,24.742,319.4,0.006,0.09,0.2
10.0,14.54,33.412,6.13,105.7,3.3,0.7,3.0,10,0.42,0.44,24.848,309.6,0.032,0.08,0.15
11.0,14.39,33.421,6.14,105.6,3.4,0.8,3.18,11,0.42,0.48,24.886,305.9,0.035,0.08,0.15
20.0,13.05,33.435,5.94,99.4,5.1,4.1,9.68,20,0.65,0.93,25.172,279.0,0.061,0.1,0.26
21.0,13.01,33.438,5.9,98.6,5.4,4.6,10.29,21,0.68,0.97,25.182,278.0,0.064,0.1,0.27
30.0,12.34,33.446,5.37,88.5,8.1,8.3,7.46,30,0.9,0.93,25.319,265.2,0.088,0.14,0.19
31.0,12.32,33.447,5.3,87.3,8.4,8.7,7.15,31,0.92,0.92,25.324,264.8,0.091,0.15,0.17
41.0,11.85,33.482,4.57,74.6,12.6,12.9,1.46,41,1.19,0.45,25.44,253.9,0.117,0.32,0.06
50.0,10.91,33.623,3.83,61.3,16.9,17.3,1.25,50,1.52,0.47,25.721,227.4,0.138,1.06,0.1
57.0,10.87,33.632,3.25,52.0,20.2,20.8,1.08,57,1.77,0.48,25.735,226.2,0.154,1.64,0.13
0.0,15.87,33.452,6.06,107.4,3.0,0.1,0.41,0,0.32,0.17,24.587,334.1,0.0,0.06,0.2
2.0,15.87,33.452,6.06,107.4,3.0,0.1,0.41,2,0.32,0.17,24.587,334.1,0.007,0.06,0.2
10.0,15.47,33.435,6.12,107.6,2.4,0.0,0.48,10,0.31,0.17,24.664,327.1,0.033,0.02,0.27
15.0,15.27,33.421,6.16,107.8,2.0,0.0,0.54,15,0.3,0.17,24.697,324.1,0.049,0.0,0.33
20.0,15.07,33.404,6.14,107.0,2.0,0.0,0.57,20,0.31,0.19,24.728,321.3,0.066,0.01,0.34
30.0,14.89,33.396,6.1,105.9,2.1,0.0,0.64,30,0.34,0.3,24.761,318.4,0.098,0.05,0.37
45.0,12.56,33.311,5.16,85.4,7.6,6.4,0.89,45,0.83,0.77,25.172,279.5,0.142,0.1,0.08
50.0,11.89,33.397,4.77,77.8,10.0,9.2,0.76,50,1.02,0.69,25.367,261.2,0.156,0.14,0.07
57.0,11.66,33.45,4.19,68.1,13.5,13.2,0.51,57,1.28,0.51,25.451,253.3,0.174,0.2,0.05
75.0,10.81,33.783,2.7,43.2,22.8,21.0,0.17,75,1.85,0.26,25.864,214.4,0.216,0.14,0.03
80.0,10.75,33.897,2.28,36.4,25.4,23.2,0.08,80,2.01,0.19,25.963,205.1,0.226,0.12,0.03
0.0,15.39,33.113,5.82,101.9,2.7,0.1,0.09,0,0.37,0.02,24.433,348.7,0.0,0.12,0.0
3.0,15.39,33.113,5.82,101.9,2.7,0.1,0.09,3,0.37,0.02,24.433,348.8,0.01,0.12,0.0
10.0,15.35,33.099,5.82,101.8,2.7,0.1,0.09,10,0.36,0.02,24.432,349.2,0.035,0.1,0.04
18.0,15.32,33.103,5.82,101.8,2.7,0.0,0.09,18,0.35,0.02,24.442,348.5,0.063,0.07,0.1
20.0,15.31,33.098,5.82,101.8,2.7,0.0,0.09,20,0.35,0.02,24.44,348.7,0.07,0.06,0.1
30.0,15.2,33.09,5.83,101.7,2.4,0.0,0.1,30,0.35,0.03,24.458,347.3,0.105,0.02,0.1
36.0,15.16,33.089,5.84,101.8,2.3,0.0,0.11,36,0.35,0.03,24.466,346.7,0.125,0.0,0.1
50.0,14.94,33.067,5.86,101.7,2.4,0.0,0.18,50,0.34,0.06,24.497,344.1,0.174,0.0,0.07
53.0,14.93,33.065,5.87,101.8,2.4,0.0,0.2,53,0.34,0.07,24.498,344.1,0.184,0.0,0.06
67.0,14.54,33.13,5.95,102.4,2.6,0.0,0.35,67,0.37,0.21,24.632,331.8,0.231,0.0,0.05
75.0,13.76,33.083,5.8,98.2,3.8,1.9,0.31,75,0.49,0.21,24.758,319.9,0.257,0.0,0.05
95.0,11.47,33.103,5.41,87.3,6.9,6.7,0.21,95,0.8,0.21,25.217,276.4,0.317,0.0,0.04
0.0,16.11,33.253,5.81,103.3,2.3,0.1,0.08,0,0.34,0.02,24.38,353.8,0.0,0.0,0.02
3.0,16.11,33.253,5.81,103.3,2.3,0.1,0.08,3,0.34,0.02,24.38,353.9,0.011,0.0,0.02
10.0,16.11,33.247,5.76,102.4,2.3,0.1,0.08,10,0.34,0.02,24.376,354.5,0.035,0.0,0.02
16.0,16.1,33.253,5.72,101.7,2.2,0.0,0.08,16,0.33,0.02,24.383,354.1,0.057,0.0,0.02
20.0,16.11,33.248,5.74,102.1,2.1,0.0,0.08,20,0.33,0.02,24.377,354.7,0.071,0.0,0.02
29.0,16.11,33.255,5.78,102.8,1.9,0.0,0.07,29,0.33,0.02,24.383,354.5,0.103,0.0,0.02
30.0,16.11,33.247,5.78,102.8,1.9,0.0,0.07,30,0.33,0.02,24.377,355.1,0.106,0.0,0.02
43.0,16.11,33.242,5.72,101.7,1.9,0.0,0.07,43,0.32,0.02,24.373,355.8,0.153,0.0,0.04
50.0,16.09,33.245,5.73,101.8,1.8,0.0,0.08,50,0.32,0.02,24.38,355.4,0.177,0.0,0.02
55.0,15.95,33.249,5.73,101.6,1.8,0.0,0.09,55,0.32,0.02,24.415,352.2,0.195,0.0,0.0
75.0,15.6,33.236,5.81,102.2,1.8,0.0,0.13,75,0.32,0.05,24.484,346.2,0.265,0.0,0.01
77.0,15.61,33.247,5.82,102.4,1.8,0.0,0.13,77,0.32,0.05,24.49,345.7,0.272,0.0,0.01
0.0,14.26,33.474,5.93,101.7,2.6,4.7,0.93,0,0.63,0.17,24.954,299.1,0.0,0.15,0.22
2.0,14.26,33.474,5.93,101.7,2.6,4.7,0.93,2,0.63,0.17,24.954,299.2,0.006,0.15,0.22
6.0,14.25,33.47,5.93,101.7,2.6,4.7,0.8,6,0.63,0.27,24.953,299.4,0.018,0.15,0.22
10.0,14.24,33.473,5.94,101.9,2.6,4.7,0.87,10,0.63,0.29,24.958,299.0,0.03,0.15,0.21
12.0,14.24,33.472,5.94,101.9,2.6,4.7,0.92,12,0.63,0.3,24.957,299.2,0.036,0.15,0.21
19.0,14.23,33.477,5.93,101.7,2.4,4.6,0.9,19,0.62,0.29,24.964,298.8,0.057,0.18,0.2
20.0,14.23,33.474,5.93,101.7,2.4,4.6,0.89,20,0.62,0.31,24.961,299.0,0.06,0.18,0.22
23.0,14.22,33.473,5.93,101.7,2.4,4.6,0.84,23,0.62,0.37,24.963,299.0,0.069,0.17,0.29
30.0,13.33,33.464,5.52,92.9,5.0,7.9,0.78,30,0.86,0.31,25.139,282.4,0.089,0.37,0.14
33.0,12.6,33.432,5.28,87.5,6.7,9.9,0.74,33,1.0,0.29,25.258,271.1,0.097,0.45,0.08
0.0,16.3,32.949,5.77,102.8,2.7,0.0,0.18,0,0.35,0.04,24.103,380.2,0.0,0.0,0.05
2.0,16.3,32.949,5.77,102.8,2.7,0.0,0.18,2,0.35,0.04,24.103,380.2,0.008,0.0,0.05
10.0,16.14,32.95,5.83,103.5,2.7,0.0,0.2,10,0.34,0.05,24.141,376.9,0.038,0.0,0.07
12.0,16.0,32.948,5.85,103.6,2.7,0.0,0.21,12,0.34,0.06,24.171,374.1,0.045,0.0,0.08
27.0,15.71,32.96,5.84,102.8,2.6,0.0,0.3,27,0.35,0.1,24.246,367.5,0.101,0.0,0.12
30.0,15.5,32.965,5.86,102.8,2.6,0.0,0.34,30,0.34,0.1,24.296,362.7,0.112,0.0,0.11
42.0,14.33,32.927,6.09,104.3,2.8,0.0,0.62,42,0.37,0.32,24.519,341.8,0.154,0.0,0.06
50.0,13.37,32.871,6.05,101.5,3.4,0.6,0.86,50,0.44,0.36,24.672,327.3,0.181,0.05,0.04
53.0,13.1,32.854,6.04,100.8,3.6,1.0,0.89,53,0.47,0.37,24.713,323.5,0.191,0.07,0.03
74.0,12.34,33.025,5.58,91.7,5.8,5.7,0.2,74,0.72,0.17,24.994,297.3,0.257,0.0,0.01
0.0,12.78,33.639,5.38,89.6,9.8,9.1,8.81,0,0.98,0.19,25.383,258.4,0.0,0.19,0.44
1.0,12.78,33.639,5.38,89.6,9.8,9.1,8.81,1,0.98,0.19,25.383,258.4,0.003,0.19,0.44
5.0,12.82,33.635,5.4,90.0,9.7,9.0,7.46,5,1.01,1.11,25.372,259.5,0.013,0.18,0.59
10.0,11.73,33.631,3.93,64.0,15.0,15.6,3.11,10,1.44,0.6,25.577,240.1,0.025,0.7,0.23
14.0,11.22,33.646,3.36,54.1,18.9,18.9,1.02,14,1.69,0.47,25.682,230.2,0.035,0.6,0.12
18.0,10.87,33.682,3.03,48.5,21.9,20.8,0.57,18,1.81,0.44,25.773,221.7,0.044,0.46,0.09
20.0,10.63,33.69,2.91,46.3,22.9,21.7,0.43,20,1.86,0.41,25.822,217.1,0.048,0.33,0.07
26.0,10.3,33.734,2.66,42.0,24.8,23.8,0.19,26,1.96,0.33,25.913,208.5,0.061,0.0,0.02
0.0,14.87,32.982,6.17,106.9,3.2,0.9,0.43,0,0.45,0.08,24.445,347.6,0.0,0.06,0.1
2.0,14.87,32.982,6.17,106.9,3.2,0.9,0.43,2,0.45,0.08,24.445,347.7,0.007,0.06,0.1
10.0,14.7,32.991,6.15,106.1,3.4,0.9,0.63,10,0.45,0.11,24.489,343.7,0.035,0.09,0.14
20.0,14.55,33.088,6.2,106.7,3.4,2.1,0.83,20,0.52,0.17,24.596,333.8,0.068,0.08,0.12
30.0,12.9,32.909,6.1,101.4,4.6,3.0,0.68,30,0.62,0.28,24.794,315.1,0.101,0.1,0.08
31.0,12.86,32.907,6.08,101.0,4.8,3.1,0.65,31,0.63,0.29,24.801,314.6,0.104,0.1,0.08
39.0,12.01,32.864,5.88,95.9,5.6,4.5,0.37,39,0.74,0.24,24.93,302.4,0.129,0.17,0.03
50.0,11.79,33.016,5.61,91.1,7.0,6.8,0.25,50,0.83,0.2,25.089,287.5,0.161,0.0,0.04
55.0,11.45,33.059,5.4,87.1,8.5,9.2,0.18,55,0.96,0.17,25.185,278.4,0.176,0.0,0.05
0.0,15.7,33.528,5.81,102.7,2.2,2.1,1.33,0,0.44,0.42,24.684,324.9,0.0,0.07,0.23
2.0,15.7,33.528,5.81,102.7,2.2,2.1,1.33,2,0.44,0.42,24.684,324.9,0.006,0.07,0.23
6.0,15.22,33.527,5.78,101.1,2.6,2.8,1.57,6,0.48,0.46,24.789,315.0,0.019,0.09,0.27
10.0,14.64,33.54,5.74,99.3,3.4,3.6,2.62,10,0.54,0.39,24.925,302.2,0.032,0.15,0.26
12.0,14.57,33.537,5.71,98.6,3.8,4.1,3.09,12,0.58,0.37,24.938,301.1,0.038,0.17,0.26
19.0,14.15,33.539,5.49,94.0,5.2,5.7,2.33,19,0.7,0.82,25.028,292.7,0.058,0.14,0.19
20.0,14.02,33.545,5.45,93.1,5.4,5.9,2.29,20,0.71,0.8,25.06,289.6,0.061,0.14,0.19
23.0,13.76,33.536,5.28,89.7,6.5,7.1,2.18,23,0.78,0.7,25.107,285.3,0.07,0.12,0.2
30.0,11.21,33.578,4.18,67.3,14.1,15.3,1.24,30,1.31,0.57,25.632,235.4,0.088,0.06,0.1
33.0,10.92,33.591,3.67,58.7,17.7,19.1,0.79,33,1.56,0.52,25.694,229.5,0.095,0.04,0.06
0.0,16.95,33.184,5.62,101.6,2.4,0.1,0.11,0,0.32,0.03,24.134,377.3,0.0,0.0,0.02
2.0,16.95,33.184,5.62,101.6,2.4,0.1,0.11,2,0.32,0.03,24.134,377.4,0.008,0.0,0.02
17.0,16.95,33.182,5.6,101.2,2.4,0.0,0.12,17,0.32,0.03,24.133,377.9,0.064,0.0,0.02
20.0,16.95,33.183,5.6,101.2,2.4,0.0,0.12,20,0.32,0.03,24.134,378.0,0.076,0.0,0.02
30.0,16.94,33.183,5.63,101.7,2.4,0.0,0.16,30,0.32,0.04,24.136,378.0,0.113,0.0,0.02
37.0,16.7,33.178,5.66,101.8,2.4,0.0,0.19,37,0.31,0.05,24.189,373.3,0.14,0.0,0.02
50.0,15.35,33.246,5.96,104.4,2.5,0.0,0.21,50,0.27,0.05,24.546,339.5,0.186,0.0,0.04
55.0,15.25,33.245,5.96,104.2,2.4,0.0,0.21,55,0.26,0.05,24.567,337.6,0.203,0.0,0.05
70.0,14.86,33.301,5.85,101.5,2.6,0.0,0.19,70,0.26,0.1,24.696,325.8,0.252,0.0,0.03
75.0,14.69,33.332,5.83,100.8,2.6,0.0,0.21,75,0.25,0.14,24.756,320.2,0.269,0.0,0.02
100.0,13.41,33.266,5.64,94.9,3.6,1.1,0.25,100,0.37,0.17,24.971,300.3,0.346,0.0,0.0
0.0,16.39,33.455,6.54,117.1,2.2,0.0,1.12,0,0.31,0.26,24.471,345.1,0.0,0.07,0.35
1.0,16.39,33.455,6.54,117.1,2.2,0.0,1.12,1,0.31,0.26,24.471,345.1,0.003,0.07,0.35
5.0,16.32,33.461,6.55,117.1,2.2,0.0,1.22,5,0.31,0.32,24.492,343.3,0.017,0.06,0.37
10.0,15.61,33.457,6.72,118.5,1.9,0.0,2.06,10,0.3,0.57,24.65,328.4,0.034,0.04,0.39
16.0,13.71,33.452,6.41,108.7,2.6,0.3,1.93,16,0.37,0.48,25.052,290.3,0.053,0.06,0.27
20.0,12.03,33.406,5.24,85.8,8.0,7.8,1.26,20,0.93,0.54,25.347,262.3,0.064,0.13,0.15
21.0,12.01,33.412,4.93,80.7,9.5,9.9,1.08,21,1.08,0.56,25.355,261.5,0.066,0.15,0.12
29.0,11.27,33.452,4.31,69.4,13.3,14.6,0.62,29,1.33,0.39,25.523,245.7,0.087,0.05,0.05
0.0,15.79,33.005,5.9,104.1,2.9,0.5,0.37,0,0.4,0.11,24.261,365.1,0.0,0.21,0.08
2.0,15.79,33.005,5.9,104.1,2.9,0.5,0.37,2,0.4,0.11,24.262,365.2,0.007,0.21,0.08
10.0,15.72,33.011,5.88,103.6,2.6,0.5,0.37,10,0.41,0.09,24.282,363.5,0.036,0.2,0.09
12.0,15.64,33.032,5.88,103.5,2.5,0.5,0.37,12,0.41,0.08,24.316,360.3,0.044,0.2,0.09
20.0,14.01,32.979,6.04,102.8,4.0,1.4,0.48,20,0.5,0.22,24.625,331.1,0.071,0.13,0.11
24.0,13.15,32.917,6.13,102.4,5.2,2.3,0.57,24,0.56,0.28,24.751,319.1,0.084,0.11,0.11
37.0,13.46,33.178,5.94,100.1,9.7,6.9,0.75,37,0.85,0.39,24.891,306.1,0.125,0.42,0.06
47.0,12.24,33.038,5.67,93.0,7.5,6.7,0.55,47,0.84,0.31,25.022,293.9,0.155,0.14,0.03
50.0,11.85,33.037,5.6,91.1,8.1,7.7,0.46,50,0.9,0.27,25.094,287.0,0.164,0.1,0.03
66.0,10.91,33.171,5.27,84.1,12.9,13.4,0.19,66,1.21,0.12,25.369,261.1,0.208,0.05,0.04
0.0,17.64,33.268,5.55,101.7,2.3,0.1,0.11,0,0.3,0.0,24.034,386.8,0.0,0.0,0.05
3.0,17.64,33.268,5.55,101.7,2.3,0.1,0.11,3,0.3,0.0,24.034,386.9,0.012,0.0,0.05
20.0,17.59,33.263,5.54,101.4,2.3,0.0,0.08,20,0.29,0.02,24.043,386.6,0.077,0.0,0.05
21.0,17.59,33.263,5.54,101.4,2.3,0.0,0.08,21,0.29,0.02,24.043,386.6,0.081,0.0,0.05
30.0,17.59,33.263,5.54,101.4,2.3,0.0,0.08,30,0.29,0.02,24.044,386.9,0.116,0.0,0.06
33.0,17.59,33.27,5.54,101.4,2.3,0.0,0.08,33,0.29,0.02,24.049,386.5,0.128,0.0,0.06
50.0,16.83,33.257,5.71,103.0,2.3,0.0,0.11,50,0.28,0.03,24.219,370.8,0.192,0.0,0.05
67.0,15.88,33.197,5.83,103.1,2.3,0.0,0.17,67,0.3,0.06,24.391,354.9,0.254,0.0,0.03
75.0,15.54,33.248,5.84,102.7,2.3,0.0,0.21,75,0.29,0.09,24.507,344.1,0.282,0.0,0.02
86.0,15.37,33.275,5.86,102.7,2.3,0.0,0.24,86,0.27,0.13,24.565,338.8,0.319,0.0,0.01
100.0,14.32,33.22,5.76,98.8,2.8,0.2,0.23,100,0.34,0.18,24.749,321.6,0.366,0.0,0.01
122.0,12.94,33.248,5.48,91.3,4.5,3.2,0.16,122,0.54,0.15,25.052,293.1,0.433,0.0,0.02
0.0,18.71,33.534,5.9,110.5,1.5,0.0,0.53,0,0.23,0.14,23.975,392.4,0.0,0.07,0.29
2.0,18.71,33.534,5.9,110.5,1.5,0.0,0.53,2,0.23,0.14,23.975,392.5,0.008,0.07,0.29
8.0,18.61,33.534,5.88,109.9,1.3,0.0,0.57,8,0.24,0.14,24.0,390.3,0.031,0.33,0.39
10.0,18.21,33.524,6.01,111.5,1.5,0.1,0.63,10,0.25,0.17,24.092,381.6,0.039,0.31,0.37
18.0,15.68,33.437,6.45,113.8,2.5,0.3,0.93,18,0.36,0.3,24.619,331.6,0.068,0.24,0.23
20.0,15.7,33.449,6.38,112.7,2.8,1.4,0.97,20,0.44,0.34,24.624,331.2,0.074,0.21,0.19
27.0,13.39,33.434,5.96,100.4,3.8,5.8,1.11,27,0.75,0.42,25.103,285.7,0.096,0.1,0.09
30.0,13.16,33.436,5.82,97.6,4.2,6.8,0.86,30,0.82,0.36,25.151,281.2,0.104,0.09,0.09
34.0,13.02,33.423,5.58,93.3,5.2,8.3,0.51,34,0.91,0.26,25.169,279.6,0.116,0.08,0.08
48.0,11.42,33.397,4.71,76.1,11.8,14.7,0.21,48,1.28,0.13,25.453,252.8,0.152,0.07,0.04
0.0,16.67,33.472,5.97,107.5,1.5,0.0,0.55,0,0.33,0.08,24.42,350.0,0.0,0.0,0.19
2.0,16.67,33.472,5.97,107.5,1.5,0.0,0.55,2,0.33,0.08,24.42,350.1,0.007,0.0,0.19
8.0,16.56,33.474,5.98,107.4,1.3,0.0,0.57,8,0.32,0.12,24.447,347.7,0.028,0.05,0.21
18.0,13.41,33.414,6.46,108.9,0.5,2.3,2.77,18,0.49,0.43,25.083,287.3,0.06,0.11,0.32
27.0,11.4,33.48,4.5,72.7,13.2,13.7,1.64,27,1.28,0.63,25.521,245.9,0.084,0.13,0.47
34.0,11.08,33.496,4.17,66.9,15.1,15.9,1.01,34,1.42,0.56,25.591,239.3,0.101,0.07,0.06
48.0,10.55,33.584,3.56,56.5,19.1,19.7,0.38,48,1.64,0.31,25.754,224.2,0.133,0.0,0.04
0.0,16.7,33.075,5.73,103.0,2.8,0.0,0.19,0,0.34,0.05,24.108,379.7,0.0,0.22,0.07
3.0,16.7,33.075,5.73,103.0,2.8,0.0,0.19,3,0.34,0.05,24.108,379.8,0.011,0.22,0.07
14.0,16.69,33.076,5.73,103.0,2.8,0.0,0.2,14,0.35,0.05,24.112,379.8,0.053,0.1,0.08
20.0,16.64,33.068,5.76,103.4,2.8,0.0,0.22,20,0.34,0.06,24.117,379.5,0.076,0.07,0.08
29.0,15.39,32.977,6.03,105.5,3.1,0.0,0.39,29,0.35,0.11,24.329,359.5,0.109,0.06,0.09
30.0,15.31,32.977,6.04,105.5,3.2,0.0,0.43,30,0.35,0.12,24.347,357.9,0.113,0.06,0.09
44.0,15.05,33.043,5.9,102.6,3.4,0.5,0.68,44,0.4,0.23,24.455,348.0,0.162,0.1,0.04
50.0,14.81,33.07,5.85,101.2,3.0,0.3,0.54,50,0.39,0.24,24.528,341.2,0.183,0.17,0.03
55.0,14.49,33.059,5.84,100.4,2.8,0.2,0.38,55,0.39,0.25,24.587,335.7,0.2,0.2,0.03
75.0,13.67,33.22,5.66,95.8,3.5,0.9,0.17,75,0.42,0.26,24.882,308.1,0.264,0.0,0.0
76.0,13.75,33.229,5.64,95.6,3.5,0.9,0.17,76,0.41,0.26,24.873,309.0,0.267,0.0,0.0
0.0,17.72,33.247,5.55,101.8,2.8,0.0,0.14,0,0.33,0.02,23.999,390.2,0.0,0.04,0.08
2.0,17.72,33.247,5.55,101.8,2.8,0.0,0.14,2,0.33,0.02,23.999,390.2,0.008,0.04,0.08
10.0,17.72,33.241,5.56,102.0,2.7,0.0,0.14,10,0.33,0.03,23.995,390.9,0.039,0.02,0.08
15.0,17.67,33.243,5.56,101.9,2.6,0.0,0.14,15,0.33,0.03,24.008,389.8,0.059,0.0,0.08
20.0,17.65,33.237,5.64,103.3,2.7,0.0,0.15,20,0.33,0.03,24.009,389.9,0.078,0.0,0.1
29.0,16.73,33.161,5.81,104.5,2.8,0.0,0.19,29,0.32,0.04,24.168,375.0,0.112,0.0,0.14
30.0,16.41,33.154,5.82,104.0,2.8,0.0,0.2,30,0.32,0.04,24.237,368.4,0.116,0.0,0.14
43.0,15.79,33.148,5.91,104.4,2.8,0.0,0.28,43,0.34,0.09,24.373,355.8,0.163,0.0,0.09
50.0,15.26,33.145,5.91,103.2,2.6,0.0,0.31,50,0.34,0.22,24.488,345.1,0.188,0.0,0.08
56.0,15.09,33.145,5.89,102.5,2.7,0.0,0.4,56,0.37,0.37,24.525,341.7,0.209,0.0,0.08
75.0,14.38,33.136,5.71,98.0,3.1,0.5,0.3,75,0.47,0.29,24.671,328.3,0.272,0.02,0.02
77.0,14.36,33.139,5.68,97.4,3.1,0.7,0.24,77,0.48,0.25,24.677,327.7,0.279,0.0,0.01
0.0,17.34,33.466,6.53,119.1,4.4,0.0,1.74,0,0.27,0.54,24.258,365.5,0.0,0.05,0.7
1.0,17.34,33.466,6.53,119.1,4.4,0.0,1.74,1,0.27,0.54,24.258,365.5,0.004,0.05,0.7
3.0,17.35,33.467,6.53,119.1,4.4,0.0,1.78,3,0.29,0.57,24.256,365.7,0.011,0.13,0.68
6.0,15.62,33.459,6.74,118.8,4.6,0.0,2.95,6,0.31,0.81,24.649,328.4,0.021,0.1,0.74
10.0,13.7,33.382,6.78,114.9,4.3,0.0,4.03,10,0.42,0.69,25.0,295.1,0.034,0.24,0.6
13.0,13.06,33.467,6.09,101.9,6.4,3.1,3.46,13,0.61,0.64,25.194,276.6,0.042,0.11,0.33
18.0,11.74,33.4,5.05,82.2,9.2,12.0,1.04,18,1.1,0.38,25.396,257.5,0.056,0.05,0.08
0.0,17.37,33.308,5.71,104.1,1.1,0.0,0.23,0,0.32,0.03,24.129,377.7,0.0,0.11,0.08
2.0,17.37,33.308,5.71,104.1,1.1,0.0,0.23,2,0.32,0.03,24.13,377.8,0.008,0.11,0.08
10.0,17.3,33.302,6.01,109.4,1.0,0.0,0.29,10,0.34,0.05,24.142,376.9,0.038,0.18,0.09
14.0,16.58,33.291,6.26,112.4,1.0,0.0,0.32,14,0.35,0.06,24.302,361.7,0.053,0.21,0.09
20.0,14.77,33.293,6.66,115.3,0.9,0.2,0.68,20,0.38,0.13,24.707,323.2,0.073,0.14,0.1
