depth,temp,salinity,oxygen,oxygensat,silicate,nitrate,chloro,pressure,phosphate,phaeo,potden,volanol,dynamicheight,ammonium
20.0,14.1,33.345,6.19,105.8,3.2,2.7,0.64,20,0.47,0.16,24.889,305.9,0.079,0.55
22.0,13.67,33.333,6.07,102.8,3.3,3.8,0.67,22,0.57,0.13,24.968,298.4,0.085,0.5
28.0,13.36,33.366,6.0,101.0,3.9,4.5,0.75,28,0.61,0.29,25.057,290.1,0.103,0.53
30.0,12.85,33.349,6.08,101.2,4.5,5.3,0.73,30,0.66,0.29,25.145,281.8,0.108,0.53
40.0,12.18,33.345,5.15,84.5,7.7,9.6,0.65,40,0.95,0.31,25.271,270.0,0.136,0.52
50.0,11.67,33.351,4.97,80.7,9.1,11.7,0.38,50,1.06,0.25,25.372,260.6,0.162,0.32
52.0,11.63,33.363,4.88,79.2,9.6,12.1,0.33,52,1.09,0.24,25.388,259.1,0.168,0.3
58.0,11.43,33.41,4.42,71.4,13.0,14.4,0.33,58,1.26,0.44,25.462,252.2,0.183,0.44
0.0,20.48,33.554,5.52,106.9,2.5,0.0,0.29,0,0.24,0.09,23.534,434.5,0.0,0.03
2.0,20.48,33.554,5.52,106.9,2.5,0.0,0.29,2,0.24,0.09,23.534,434.6,0.009,0.03
10.0,17.9,33.536,5.82,107.4,3.4,0.0,0.29,10,0.25,0.09,24.177,373.5,0.041,0.02
20.0,14.37,33.319,6.43,110.5,2.5,0.6,0.87,20,0.36,0.14,24.812,313.2,0.075,0.16
30.0,13.69,33.385,6.23,105.6,5.0,2.0,0.78,30,0.48,0.27,25.005,295.2,0.106,0.34
40.0,12.9,33.359,5.77,96.2,5.5,4.7,0.84,40,0.65,0.22,25.143,282.2,0.135,0.35
50.0,11.74,33.293,5.12,83.2,7.3,9.4,0.3,50,0.9,0.21,25.314,266.2,0.162,0.04
60.0,11.14,33.348,4.71,75.6,10.9,12.5,0.18,60,1.08,0.19,25.466,251.9,0.188,0.0
70.0,10.85,33.389,4.45,71.0,12.9,14.3,0.13,70,1.2,0.07,25.55,244.1,0.213,0.0
75.0,10.61,33.461,4.32,68.6,15.3,16.3,0.1,75,1.34,0.07,25.648,234.9,0.225,0.04
85.0,10.16,33.617,3.53,55.6,20.1,20.2,0.05,85,1.62,0.06,25.847,216.1,0.247,0.11
100.0,9.87,33.687,3.32,51.9,22.7,21.9,0.02,100,1.71,0.07,25.951,206.5,0.279,0.02
120.0,9.93,33.839,2.69,42.2,26.4,24.0,0.02,121,1.92,0.07,26.06,196.6,0.319,0.02
125.0,9.86,33.878,2.61,40.9,27.2,24.4,0.02,126,1.94,0.07,26.102,192.7,0.329,0.07
140.0,9.58,33.933,2.51,39.1,29.3,25.5,0.01,141,2.0,0.06,26.192,184.5,0.357,0.19
150.0,9.46,33.944,2.49,38.7,30.6,26.2,0.01,151,2.07,0.08,26.22,181.9,0.376,0.14
170.0,9.62,34.085,1.83,28.5,33.0,27.5,0.01,171,2.21,0.13,26.305,174.4,0.411,0.01
200.0,9.61,34.202,1.37,21.4,36.0,28.7,0.0,201,2.39,0.1,26.398,166.2,0.462,0.11
0.0,18.54,33.441,5.6,104.5,0.8,0.0,0.18,0,0.28,0.05,23.946,395.2,0.0,0.02
2.0,18.54,33.441,5.6,104.5,0.8,0.0,0.18,2,0.28,0.05,23.947,395.2,0.008,0.02
10.0,17.25,33.369,5.7,103.7,1.0,0.0,0.15,10,0.27,0.05,24.205,370.8,0.039,0.0
20.0,14.56,33.289,6.28,108.3,1.4,0.6,0.57,20,0.36,0.18,24.749,319.3,0.073,0.1
30.0,13.32,33.287,5.82,97.8,2.4,4.2,0.77,30,0.6,0.35,25.004,295.2,0.104,0.01
31.0,13.26,33.286,5.85,98.2,2.6,4.7,0.77,31,0.63,0.36,25.015,294.2,0.107,0.0
40.0,12.66,33.357,5.34,88.6,5.2,9.1,0.66,40,0.9,0.36,25.188,277.9,0.132,0.0
50.0,12.02,33.368,5.11,83.6,7.3,11.1,0.4,50,1.02,0.25,25.32,265.6,0.16,0.01
51.0,12.0,33.371,5.11,83.6,7.5,11.2,0.37,51,1.03,0.24,25.326,265.0,0.162,0.01
60.0,11.41,33.396,4.78,77.2,10.6,13.5,0.2,60,1.2,0.16,25.455,253.0,0.186,0.05
75.0,10.62,33.539,3.94,62.6,15.9,17.7,0.06,75,1.44,0.08,25.707,229.3,0.222,0.03
84.0,9.96,33.588,3.68,57.7,19.3,20.1,0.03,84,1.58,0.07,25.858,215.0,0.242,0.0
100.0,9.77,33.825,2.94,45.9,26.1,23.0,0.03,100,1.89,0.09,26.075,194.7,0.275,0.0
122.0,9.55,34.01,2.28,35.5,30.4,26.1,0.05,123,2.07,0.0,26.257,177.9,0.316,0.0
125.0,9.54,34.033,2.2,34.2,30.8,26.3,0.04,126,2.08,0.01,26.276,176.1,0.321,0.0
140.0,9.43,34.052,2.08,32.3,32.1,27.1,0.01,141,2.14,0.06,26.309,173.3,0.347,0.0
150.0,9.41,34.053,2.1,32.6,32.8,27.4,0.01,151,2.17,0.05,26.314,173.1,0.364,0.0
171.0,9.4,34.117,1.86,28.9,33.8,27.8,0.01,172,2.22,0.04,26.366,168.6,0.4,0.0
198.0,9.36,34.135,1.74,27.0,34.9,28.1,0.01,199,2.26,0.05,26.387,167.1,0.446,0.0
0.0,19.75,33.696,5.45,104.2,2.1,0.0,0.31,0,0.22,0.1,23.834,405.9,0.0,0.01
3.0,19.75,33.696,5.45,104.2,2.1,0.0,0.31,3,0.22,0.1,23.834,406.0,0.012,0.01
10.0,18.85,33.692,5.47,102.8,2.2,0.0,0.32,10,0.22,0.11,24.061,384.6,0.04,0.01
20.0,13.97,33.6,5.97,101.9,6.4,4.3,0.89,20,0.59,0.37,25.113,284.6,0.073,0.02
30.0,12.04,33.628,4.3,70.5,14.3,15.3,1.07,30,1.3,0.53,25.517,246.3,0.1,0.01
39.0,11.48,33.647,3.9,63.2,16.9,18.3,0.79,39,1.48,0.45,25.636,235.2,0.122,0.0
49.0,10.93,33.681,3.48,55.7,20.0,21.0,0.57,49,1.65,0.36,25.762,223.4,0.144,0.0
50.0,10.69,33.697,3.48,55.4,20.4,21.3,0.54,50,1.67,0.34,25.817,218.2,0.147,0.0
60.0,10.12,33.757,2.86,45.0,23.8,23.8,0.26,60,1.85,0.17,25.963,204.6,0.168,0.0
71.0,9.57,33.8,2.74,42.6,25.3,25.1,0.1,71,1.91,0.12,26.088,192.8,0.19,0.0
75.0,9.43,33.844,2.73,42.3,26.0,25.4,0.07,75,1.92,0.11,26.146,187.4,0.197,0.0
86.0,9.34,33.851,2.75,42.6,28.1,26.0,0.02,86,1.95,0.09,26.166,185.7,0.218,0.0
100.0,9.25,33.936,2.48,38.3,30.3,27.0,0.01,101,2.04,0.08,26.247,178.3,0.243,0.0
120.0,9.09,34.0,2.3,35.4,32.2,27.8,0.01,121,2.09,0.08,26.323,171.4,0.278,0.0
125.0,9.07,34.023,2.25,34.7,33.0,28.1,0.01,126,2.12,0.09,26.344,169.5,0.287,0.0
140.0,8.82,34.072,2.05,31.4,35.7,28.9,0.0,141,2.2,0.1,26.423,162.4,0.312,0.0
150.0,8.8,34.105,1.83,28.0,37.1,29.5,0.0,151,2.25,0.09,26.452,159.8,0.328,0.0
171.0,8.63,34.133,1.66,25.3,39.6,30.5,0.0,172,2.35,0.06,26.5,155.5,0.361,0.0
200.0,8.48,34.18,1.35,20.5,43.1,31.5,0.0,201,2.47,0.06,26.561,150.3,0.405,0.0
0.0,18.6,33.611,5.74,107.4,0.1,0.0,0.8,0,0.22,0.26,24.062,384.2,0.0,0.0
2.0,18.6,33.611,5.74,107.4,0.1,0.0,0.8,2,0.22,0.26,24.062,384.2,0.008,0.0
10.0,18.19,33.61,5.83,108.2,0.3,0.0,0.99,10,0.22,0.29,24.163,374.9,0.038,0.0
20.0,15.85,33.582,5.93,105.1,2.3,1.4,2.46,20,0.39,1.34,24.693,324.7,0.073,0.1
30.0,12.69,33.501,5.21,86.5,9.6,10.2,1.92,30,0.97,0.94,25.294,267.6,0.103,0.12
40.0,11.88,33.512,4.53,74.0,12.1,14.3,1.33,40,1.22,0.65,25.458,252.3,0.129,0.02
50.0,10.82,33.562,3.93,62.7,16.2,17.8,0.6,50,1.44,0.49,25.689,230.4,0.153,0.0
60.0,10.61,33.682,3.31,52.6,20.9,21.5,0.29,60,1.69,0.26,25.82,218.2,0.175,0.0
75.0,9.92,33.797,2.75,43.1,26.0,25.0,0.14,75,1.94,0.17,26.028,198.7,0.206,0.0
85.0,9.57,33.866,2.46,38.3,28.3,26.2,0.04,85,2.02,0.11,26.14,188.2,0.226,0.0
100.0,9.35,33.935,2.38,36.9,30.2,26.9,0.01,101,2.04,0.1,26.23,179.9,0.253,0.0
120.0,9.13,34.005,2.21,34.1,32.5,27.7,0.01,121,2.12,0.08,26.321,171.7,0.288,0.0
125.0,9.13,34.008,2.2,33.9,33.1,27.9,0.01,126,2.14,0.08,26.323,171.6,0.297,0.01
141.0,8.9,34.068,2.0,30.7,35.0,28.7,0.0,142,2.2,0.08,26.407,163.9,0.324,0.03
150.0,8.84,34.094,1.88,28.8,36.5,29.2,0.0,151,2.25,0.07,26.437,161.2,0.338,0.02
169.0,8.71,34.141,1.6,24.5,39.6,30.1,0.0,170,2.35,0.06,26.494,156.1,0.369,0.0
200.0,8.47,34.162,1.46,22.2,42.0,31.1,0.0,201,2.43,0.06,26.548,151.5,0.416,0.0
201.0,8.46,34.161,1.45,22.0,42.1,31.1,0.0,202,2.43,0.06,26.549,151.4,0.418,0.0
0.0,17.39,33.595,5.76,105.3,1.5,0.0,0.6,0,0.23,0.15,24.345,357.2,0.0,0.0
2.0,17.39,33.595,5.76,105.2,1.5,0.0,0.6,2,0.23,0.15,24.345,357.3,0.007,0.0
7.0,17.31,33.594,5.77,105.3,1.6,0.0,0.63,7,0.23,0.18,24.363,355.7,0.025,0.0
10.0,17.2,33.594,5.77,105.0,1.6,0.0,0.62,10,0.22,0.18,24.389,353.3,0.036,0.01
15.0,17.07,33.595,5.75,104.4,1.6,0.0,0.65,15,0.23,0.21,24.421,350.4,0.053,0.04
20.0,16.44,33.593,5.76,103.3,1.3,0.2,1.17,20,0.28,0.43,24.567,336.7,0.07,0.19
22.0,15.94,33.59,5.85,103.9,1.2,0.3,1.37,22,0.31,0.52,24.678,326.1,0.077,0.25
28.0,15.4,33.55,5.59,98.2,2.6,2.0,1.28,28,0.49,0.56,24.768,317.7,0.096,0.96
30.0,15.16,33.546,5.52,96.5,2.9,2.3,1.25,30,0.52,0.57,24.818,313.0,0.103,1.15
35.0,14.78,33.51,5.48,95.0,3.6,3.3,1.17,35,0.6,0.6,24.873,307.9,0.118,1.36
42.0,12.98,33.46,5.24,87.5,5.0,7.1,0.54,42,0.82,0.39,25.206,276.3,0.139,0.68
50.0,12.07,33.37,5.02,82.2,7.1,11.1,0.26,50,1.01,0.29,25.312,266.4,0.16,0.05
51.0,11.99,33.36,5.03,82.2,7.4,11.5,0.25,51,1.03,0.28,25.319,265.7,0.163,0.0
60.0,11.38,33.38,4.92,79.4,9.1,12.8,0.16,60,1.12,0.21,25.448,253.6,0.186,0.0
70.0,10.78,33.644,3.76,60.0,16.9,19.6,0.1,70,1.55,0.12,25.761,224.1,0.21,0.0
75.0,10.24,33.61,3.67,57.9,18.8,20.3,0.07,75,1.59,0.09,25.828,217.7,0.221,0.0
85.0,9.73,33.635,3.54,55.2,21.3,21.8,0.03,85,1.67,0.06,25.933,207.8,0.243,0.0
100.0,9.51,33.807,2.87,44.6,26.4,24.8,0.02,100,1.87,0.06,26.104,191.9,0.273,0.0
120.0,9.24,33.89,2.65,40.9,29.2,26.2,0.02,121,1.96,0.05,26.213,181.9,0.31,0.0
125.0,9.17,33.94,2.55,39.3,30.3,26.7,0.02,126,2.0,0.05,26.263,177.2,0.319,0.0
140.0,9.02,34.009,2.16,33.2,33.5,28.2,0.01,141,2.13,0.05,26.342,170.1,0.345,0.0
150.0,8.96,34.065,1.97,30.3,35.1,28.8,0.01,151,2.19,0.05,26.395,165.2,0.362,0.0
170.0,8.79,34.122,1.78,27.3,38.0,29.7,0.0,171,2.28,0.04,26.467,158.7,0.394,0.0
200.0,8.67,34.204,1.29,19.7,42.6,31.2,0.0,201,2.46,0.04,26.55,151.4,0.441,0.0
0.0,17.25,33.593,5.85,106.6,1.3,0.0,0.64,0,0.24,0.16,24.376,354.2,0.0,0.02
2.0,17.25,33.593,5.85,106.6,1.3,0.0,0.64,2,0.24,0.16,24.376,354.2,0.007,0.02
10.0,16.76,33.583,5.9,106.5,0.9,0.0,0.76,10,0.22,0.22,24.484,344.2,0.035,0.02
30.0,13.24,33.277,5.75,96.5,2.6,2.7,0.85,30,0.57,0.43,25.012,294.4,0.1,0.8
40.0,12.28,33.265,5.57,91.6,3.3,5.4,0.2,40,0.78,0.24,25.19,277.7,0.128,0.72
50.0,11.9,33.295,5.18,84.5,6.0,10.2,0.12,50,0.98,0.16,25.286,268.8,0.156,0.0
60.0,10.94,33.315,5.02,80.2,8.3,12.3,0.09,60,1.09,0.13,25.476,250.9,0.182,0.01
70.0,10.45,33.348,4.53,71.6,13.2,15.6,0.06,70,1.29,0.09,25.587,240.5,0.206,0.02
75.0,10.21,33.441,4.15,65.3,14.9,17.0,0.04,75,1.37,0.07,25.701,229.7,0.218,0.02
85.0,10.28,33.53,3.9,61.5,18.0,19.5,0.02,85,1.53,0.05,25.759,224.5,0.241,0.01
100.0,9.69,33.675,3.29,51.3,23.2,23.0,0.01,100,1.76,0.05,25.971,204.5,0.273,0.0
120.0,9.19,33.791,3.04,46.9,26.9,24.8,0.01,121,1.86,0.04,26.144,188.5,0.312,0.0
125.0,9.11,33.859,3.06,47.1,27.7,25.1,0.01,126,1.87,0.04,26.21,182.3,0.321,0.0
140.0,8.93,33.915,2.81,43.1,30.1,26.0,0.01,141,1.93,0.03,26.282,175.7,0.348,0.0
150.0,8.91,33.969,2.68,41.1,32.1,27.0,0.01,151,2.02,0.03,26.328,171.5,0.366,0.0
170.0,8.92,34.077,1.88,28.9,35.8,28.9,0.01,171,2.22,0.04,26.411,164.1,0.399,0.0
200.0,8.73,34.13,1.67,25.5,39.4,29.8,0.01,201,2.32,0.04,26.483,157.8,0.447,0.0
0.0,17.04,33.451,5.76,104.4,0.7,0.0,0.35,0,0.26,0.13,24.317,359.8,0.0,0.02
3.0,17.04,33.451,5.76,104.4,0.7,0.0,0.35,3,0.26,0.13,24.317,359.9,0.011,0.02
10.0,16.89,33.449,5.76,104.1,0.8,0.0,0.33,10,0.26,0.13,24.351,356.9,0.036,0.03
20.0,16.84,33.445,5.75,103.8,0.8,0.0,0.42,20,0.25,0.18,24.36,356.4,0.072,0.05
30.0,16.23,33.403,5.78,103.1,0.5,0.4,0.56,30,0.3,0.29,24.469,346.3,0.107,0.22
31.0,16.0,33.402,5.81,103.2,0.5,0.4,0.57,31,0.31,0.3,24.521,341.4,0.11,0.25
39.0,14.29,33.276,5.83,100.0,2.0,2.4,0.5,39,0.51,0.35,24.796,315.3,0.136,0.76
49.0,13.25,33.24,5.71,95.8,2.8,3.8,0.29,49,0.62,0.26,24.982,297.8,0.167,0.71
50.0,13.12,33.246,5.6,93.7,3.0,4.1,0.27,50,0.63,0.25,25.012,294.9,0.17,0.65
60.0,12.17,33.261,5.31,87.1,5.2,7.7,0.14,60,0.79,0.19,25.209,276.4,0.199,0.09
70.0,11.5,33.35,5.02,81.2,8.6,12.0,0.06,70,1.06,0.09,25.403,258.2,0.225,0.0
75.0,11.19,33.368,4.87,78.3,10.3,13.6,0.04,75,1.16,0.08,25.473,251.6,0.238,0.0
85.0,10.92,33.475,4.45,71.2,13.7,16.4,0.02,85,1.33,0.06,25.605,239.2,0.263,0.0
99.0,10.31,33.569,3.79,59.8,18.3,20.0,0.01,99,1.56,0.06,25.784,222.4,0.295,0.0
100.0,10.25,33.576,3.75,59.1,18.7,20.3,0.01,100,1.58,0.06,25.8,220.9,0.297,0.0
119.0,9.5,33.734,3.13,48.6,24.6,24.1,0.01,120,1.8,0.05,26.049,197.5,0.337,0.03
125.0,9.31,33.79,3.1,47.9,25.6,24.6,0.01,126,1.83,0.05,26.124,190.5,0.349,0.02
140.0,9.13,33.828,2.92,45.0,27.3,25.4,0.0,141,1.87,0.04,26.182,185.2,0.377,0.01
150.0,9.01,33.875,2.87,44.1,28.7,26.0,0.0,151,1.91,0.04,26.239,180.0,0.395,0.18
170.0,8.77,33.935,2.67,40.8,31.6,27.0,0.0,171,1.99,0.04,26.323,172.3,0.43,0.49
200.0,8.33,34.004,2.54,38.5,35.1,28.2,0.0,201,2.05,0.03,26.446,161.1,0.48,0.16
0.0,16.72,33.303,5.8,104.4,0.6,0.0,0.29,0,0.27,0.11,24.278,363.5,0.0,0.0
3.0,16.72,33.303,5.8,104.4,0.6,0.0,0.29,3,0.27,0.11,24.279,363.6,0.011,0.0
10.0,16.72,33.313,5.8,104.4,0.8,0.0,0.27,10,0.26,0.1,24.286,363.1,0.036,0.0
20.0,15.68,33.322,6.05,106.7,0.6,0.2,0.56,20,0.3,0.26,24.531,340.1,0.071,0.1
29.0,14.33,33.162,6.0,102.9,1.5,1.1,0.69,29,0.41,0.46,24.7,324.2,0.101,0.39
30.0,14.07,33.155,6.01,102.5,1.5,1.2,0.68,30,0.42,0.46,24.749,319.6,0.105,0.48
40.0,13.81,33.26,5.87,99.6,1.7,2.5,0.48,40,0.53,0.32,24.884,307.0,0.136,1.26
49.0,13.54,33.285,5.78,97.6,2.3,4.0,0.29,49,0.64,0.23,24.958,300.1,0.163,0.98
50.0,13.49,33.279,5.76,97.1,2.3,4.0,0.28,50,0.64,0.22,24.964,299.6,0.166,0.96
60.0,12.66,33.206,5.6,92.8,3.2,4.3,0.18,60,0.65,0.18,25.072,289.5,0.196,0.72
70.0,12.13,33.242,5.34,87.5,6.0,9.5,0.13,70,0.96,0.16,25.202,277.3,0.224,2.7
75.0,12.01,33.291,5.22,85.3,7.1,10.8,0.11,75,1.06,0.14,25.262,271.7,0.238,2.43
86.0,11.13,33.336,4.96,79.6,9.8,12.8,0.06,86,1.22,0.1,25.459,253.1,0.267,1.83
100.0,10.36,33.47,4.28,67.6,15.3,17.5,0.02,100,1.45,0.07,25.699,230.6,0.3,0.48
102.0,10.14,33.479,4.16,65.4,16.1,18.1,0.02,102,1.48,0.07,25.743,226.3,0.305,0.31
119.0,9.54,33.632,3.76,58.4,20.8,20.8,0.01,120,1.56,0.04,25.963,205.7,0.342,0.06
125.0,9.42,33.695,3.61,55.9,22.5,22.0,0.01,126,1.63,0.04,26.032,199.3,0.354,0.04
140.0,9.16,33.807,3.07,47.3,26.6,24.9,0.0,141,1.83,0.04,26.161,187.2,0.383,0.0
150.0,9.08,33.846,2.97,45.7,28.9,26.2,0.0,151,1.94,0.04,26.205,183.3,0.401,0.0
171.0,8.95,33.973,2.29,35.2,32.9,28.0,0.0,172,2.09,0.05,26.325,172.2,0.439,0.01
199.0,8.33,34.014,2.37,35.9,36.2,28.9,0.0,200,2.11,0.03,26.453,160.4,0.485,0.0
0.0,16.71,33.456,5.86,105.6,0.6,0.1,0.67,0,0.27,0.17,24.398,352.1,0.0,0.02
2.0,16.71,33.456,5.86,105.6,0.6,0.1,0.67,2,0.27,0.17,24.398,352.2,0.007,0.02
10.0,16.71,33.456,5.88,105.9,0.6,0.1,0.69,10,0.26,0.15,24.399,352.4,0.035,0.03
20.0,16.18,33.474,5.96,106.3,0.2,0.0,1.21,20,0.24,0.44,24.535,339.7,0.07,0.04
30.0,15.57,33.394,5.98,105.3,0.4,0.3,1.67,30,0.29,0.55,24.611,332.8,0.103,0.3
40.0,15.59,33.547,5.74,101.2,2.7,2.1,0.79,40,0.48,0.57,24.724,322.3,0.136,0.96
50.0,15.07,33.519,5.6,97.7,4.0,3.1,0.47,50,0.59,0.34,24.818,313.7,0.168,1.35
60.0,12.71,33.142,5.68,94.2,3.3,3.0,0.29,60,0.53,0.29,25.013,295.1,0.198,0.22
70.0,11.88,33.169,5.4,88.0,4.7,6.5,0.2,70,0.74,0.24,25.192,278.2,0.227,0.03
75.0,11.71,33.198,5.32,86.4,5.9,8.0,0.16,75,0.82,0.21,25.246,273.2,0.241,0.02
85.0,10.87,33.225,5.0,79.7,9.0,11.0,0.11,85,0.99,0.16,25.419,256.9,0.267,0.0
100.0,10.29,33.392,4.33,68.2,14.8,17.1,0.06,100,1.37,0.1,25.65,235.2,0.304,0.01
119.0,9.97,33.704,3.28,51.4,22.6,23.0,0.02,120,1.76,0.08,25.948,207.2,0.346,0.02
125.0,9.93,33.725,3.18,49.8,24.0,23.9,0.02,126,1.82,0.08,25.971,205.2,0.359,0.01
140.0,9.52,33.808,2.86,44.4,26.5,25.2,0.01,141,1.9,0.09,26.104,192.8,0.389,0.0
150.0,9.14,33.886,2.84,43.8,28.6,26.2,0.01,151,1.96,0.08,26.226,181.2,0.407,0.0
171.0,8.79,33.964,2.42,37.0,32.5,27.9,0.0,172,2.06,0.05,26.343,170.5,0.444,0.01
200.0,8.25,33.997,2.49,37.6,35.9,29.0,0.01,201,2.1,0.04,26.452,160.5,0.492,0.01
0.0,18.07,33.281,5.49,101.4,1.8,0.0,0.09,0,0.25,0.02,23.94,395.8,0.0,0.01
2.0,18.07,33.281,5.49,101.4,1.8,0.0,0.09,2,0.25,0.02,23.94,395.8,0.008,0.01
10.0,18.01,33.29,5.47,101.0,1.8,0.0,0.1,10,0.24,0.03,23.962,394.0,0.04,0.03
15.0,18.01,33.301,5.58,103.0,1.8,0.0,0.1,15,0.24,0.03,23.97,393.4,0.059,0.03
19.0,18.05,33.308,5.49,101.4,1.6,0.0,0.1,19,0.23,0.03,23.966,393.9,0.075,0.02
20.0,18.06,33.332,5.47,101.1,1.6,0.0,0.1,20,0.23,0.03,23.982,392.4,0.079,0.02
30.0,17.96,33.314,5.49,101.2,1.7,0.0,0.11,30,0.23,0.03,23.993,391.7,0.118,0.01
34.0,17.83,33.318,5.52,101.5,1.7,0.0,0.12,34,0.23,0.03,24.028,388.6,0.134,0.01
44.0,15.63,33.042,5.99,105.4,1.5,0.0,0.13,44,0.23,0.05,24.327,360.2,0.171,0.04
50.0,14.89,33.059,6.05,104.9,1.6,0.0,0.15,50,0.23,0.07,24.502,343.7,0.192,0.03
55.0,14.59,33.064,6.05,104.2,1.7,0.0,0.16,55,0.24,0.08,24.57,337.3,0.209,0.02
65.0,14.34,33.088,6.03,103.4,1.8,0.0,0.28,65,0.27,0.21,24.642,330.8,0.243,0.01
75.0,14.16,33.176,5.87,100.3,2.2,0.1,0.39,75,0.26,0.34,24.748,321.0,0.275,0.0
85.0,13.76,33.281,5.64,95.6,2.9,1.0,0.32,85,0.33,0.32,24.911,305.6,0.307,0.01
95.0,13.26,33.263,5.53,92.8,3.3,2.5,0.27,95,0.42,0.31,24.999,297.5,0.337,0.0
100.0,12.82,33.255,5.47,90.9,3.7,3.5,0.24,100,0.47,0.25,25.08,289.8,0.351,0.01
112.0,12.04,33.272,5.21,85.2,6.1,8.1,0.14,112,0.75,0.14,25.243,274.5,0.385,0.05
125.0,11.91,33.476,5.07,82.8,6.8,7.5,0.07,126,0.66,0.12,25.426,257.4,0.42,0.01
140.0,10.45,33.421,4.49,71.0,13.1,14.7,0.03,141,1.14,0.05,25.646,236.5,0.457,0.0
150.0,10.17,33.509,4.17,65.6,16.2,17.5,0.02,151,1.32,0.04,25.762,225.5,0.48,0.0
170.0,9.49,33.658,3.75,58.2,21.1,21.0,0.01,171,1.52,0.01,25.992,204.0,0.523,0.0
200.0,8.97,33.851,3.15,48.3,27.5,25.2,0.0,201,1.78,0.01,26.227,182.1,0.581,0.0
0.0,18.63,33.281,5.5,102.7,1.2,0.0,0.11,0,0.28,0.04,23.802,409.0,0.0,0.08
2.0,18.63,33.281,5.5,102.7,1.2,0.0,0.11,2,0.28,0.04,23.802,409.0,0.008,0.08
10.0,18.34,33.286,5.47,101.6,1.2,0.0,0.12,10,0.27,0.03,23.878,402.0,0.041,0.11
11.0,18.33,33.286,5.5,102.1,1.2,0.0,0.12,11,0.27,0.03,23.88,401.8,0.045,0.11
20.0,18.17,33.301,5.49,101.6,1.1,0.0,0.12,20,0.26,0.04,23.932,397.3,0.081,0.09
25.0,17.85,33.266,5.57,102.5,1.0,0.0,0.12,25,0.26,0.05,23.983,392.5,0.1,0.07
30.0,17.69,33.259,5.59,102.5,0.9,0.0,0.18,30,0.26,0.08,24.016,389.5,0.12,0.04
39.0,16.51,33.221,5.96,106.8,0.8,0.0,0.3,39,0.26,0.14,24.266,366.0,0.154,0.0
50.0,14.89,33.164,6.22,107.9,1.2,0.0,0.31,50,0.28,0.19,24.583,336.0,0.193,0.04
60.0,13.57,33.015,6.12,103.2,1.9,0.1,0.59,60,0.31,0.45,24.744,320.8,0.225,0.04
74.0,13.03,33.058,5.84,97.4,2.5,2.1,0.47,74,0.47,0.45,24.885,307.6,0.269,0.19
75.0,13.01,33.054,5.83,97.2,2.6,2.4,0.46,75,0.49,0.44,24.886,307.6,0.272,0.19
86.0,12.65,33.197,5.49,90.9,4.3,5.9,0.36,86,0.71,0.3,25.068,290.6,0.305,0.15
100.0,11.54,33.304,4.82,78.0,7.8,10.5,0.24,100,0.95,0.24,25.36,262.9,0.344,0.04
102.0,11.48,33.303,4.84,78.2,8.4,11.2,0.22,102,0.99,0.23,25.37,262.0,0.349,0.03
111.0,11.08,33.355,4.48,71.8,11.8,14.3,0.12,111,1.18,0.14,25.483,251.4,0.372,0.06
124.0,10.29,33.402,4.6,72.5,12.8,14.1,0.03,125,1.15,0.05,25.658,234.9,0.404,0.1
125.0,10.26,33.435,4.45,70.1,13.2,14.4,0.03,126,1.17,0.05,25.689,232.0,0.406,0.1
139.0,9.84,33.571,3.79,59.2,19.5,20.0,0.01,140,1.54,0.04,25.866,215.4,0.438,0.03
150.0,9.62,33.645,3.49,54.3,22.4,22.2,0.01,151,1.63,0.04,25.96,206.6,0.461,0.03
170.0,9.12,33.78,3.25,50.0,25.7,24.0,0.0,171,1.78,0.04,26.147,189.2,0.5,0.04
200.0,8.68,33.95,3.12,47.6,29.5,24.9,0.0,201,1.81,0.02,26.35,170.4,0.554,0.0
201.0,8.65,33.946,3.22,49.1,29.6,24.9,0.0,202,1.81,0.02,26.351,170.2,0.556,0.0
0.0,18.05,33.17,5.54,102.3,1.4,0.0,0.09,0,0.26,0.03,23.86,403.4,0.0,0.0
2.0,18.05,33.17,5.54,102.3,1.4,0.0,0.09,2,0.26,0.03,23.86,403.5,0.008,0.0
10.0,17.88,33.173,5.55,102.1,1.4,0.0,0.09,10,0.25,0.03,23.904,399.6,0.04,0.0
11.0,17.86,33.178,5.56,102.3,1.4,0.0,0.09,11,0.25,0.03,23.913,398.8,0.044,0.0
20.0,17.68,33.142,5.56,101.9,1.4,0.0,0.1,20,0.24,0.04,23.929,397.5,0.08,0.0
25.0,17.61,33.154,5.59,102.3,1.4,0.0,0.11,25,0.24,0.04,23.955,395.2,0.1,0.0
30.0,17.41,33.152,5.62,102.4,1.4,0.0,0.13,30,0.25,0.06,24.002,390.9,0.119,0.0
41.0,15.16,33.049,5.97,104.0,1.3,0.0,0.17,41,0.26,0.09,24.436,349.8,0.16,0.0
50.0,14.32,33.035,6.06,103.8,1.8,0.0,0.18,50,0.25,0.09,24.604,333.9,0.191,0.05
61.0,13.74,33.105,5.91,100.1,2.3,0.0,0.19,61,0.28,0.15,24.779,317.5,0.227,0.03
75.0,13.09,33.275,5.46,91.3,3.2,1.5,0.3,75,0.38,0.25,25.042,292.8,0.27,0.03
76.0,13.07,33.271,5.53,92.4,3.3,1.7,0.3,76,0.39,0.25,25.042,292.8,0.272,0.03
