depth,temp,salinity,oxygen,oxygensat,silicate,nitrate,chloro,pressure,phosphate,phaeo,potden,volanol,dynamicheight,ammonium
0.0,14.25,33.296,5.77,98.9,3.5,1.3,0.49,0,0.46,0.18,24.819,312.0,0.0,0.05
2.0,14.25,33.296,5.77,98.9,3.5,1.3,0.49,2,0.46,0.18,24.819,312.0,0.006,0.05
10.0,14.15,33.295,5.78,98.8,3.6,1.3,0.53,10,0.46,0.18,24.839,310.3,0.031,0.0
20.0,14.1,33.289,5.77,98.6,3.6,1.3,0.56,20,0.46,0.19,24.846,310.0,0.062,0.0
21.0,14.1,33.292,5.77,98.6,3.6,1.3,0.56,21,0.46,0.19,24.848,309.8,0.065,0.0
30.0,14.08,33.288,5.79,98.9,3.5,1.3,0.58,30,0.46,0.21,24.849,310.0,0.093,0.0
31.0,14.08,33.291,5.79,98.9,3.5,1.3,0.58,31,0.46,0.21,24.852,309.8,0.096,0.0
39.0,14.07,33.289,5.75,98.1,3.5,1.4,0.58,39,0.47,0.21,24.852,309.9,0.121,0.0
50.0,14.04,33.287,5.73,97.7,3.7,1.5,0.59,50,0.47,0.2,24.857,309.8,0.155,0.0
61.0,13.97,33.282,5.69,96.9,3.8,1.7,0.5,61,0.47,0.19,24.868,309.0,0.189,0.0
71.0,13.41,33.279,5.53,93.1,4.9,3.6,0.32,71,0.59,0.16,24.981,298.6,0.22,0.0
75.0,13.19,33.284,5.4,90.5,5.8,5.0,0.25,75,0.68,0.15,25.029,294.1,0.231,0.0
85.0,12.23,33.314,5.0,82.1,8.7,9.1,0.12,85,0.94,0.12,25.239,274.2,0.26,0.0
100.0,10.7,33.458,4.25,67.6,14.7,15.9,0.03,100,1.34,0.05,25.63,237.1,0.298,0.0
101.0,10.71,33.457,4.2,66.8,15.1,16.3,0.03,101,1.36,0.05,25.628,237.4,0.301,0.0
121.0,10.26,33.644,3.57,56.3,19.9,20.1,0.01,122,1.61,0.04,25.852,216.4,0.346,0.0
125.0,10.19,33.673,3.46,54.5,20.7,20.7,0.01,126,1.65,0.04,25.886,213.2,0.355,0.0
139.0,10.09,33.781,3.11,48.9,23.2,22.3,0.0,140,1.77,0.03,25.988,203.9,0.384,0.0
150.0,9.8,33.819,2.96,46.3,25.2,23.5,0.0,151,1.84,0.03,26.067,196.6,0.406,0.0
171.0,9.4,33.943,2.74,42.5,28.7,25.5,0.0,172,1.96,0.02,26.23,181.5,0.445,0.0
200.0,9.23,34.037,2.33,36.0,32.2,27.1,0.0,201,2.1,0.02,26.331,172.4,0.497,0.0
0.0,14.03,33.091,5.92,100.9,3.2,0.7,0.47,0,0.42,0.12,24.707,322.7,0.0,0.05
2.0,14.03,33.091,5.92,100.9,3.2,0.7,0.47,2,0.42,0.12,24.707,322.8,0.006,0.05
10.0,14.03,33.092,5.93,101.0,3.2,0.7,0.5,10,0.42,0.12,24.708,322.9,0.032,0.0
20.0,13.99,33.096,5.91,100.6,3.2,0.7,0.55,20,0.42,0.14,24.719,322.1,0.065,0.05
30.0,14.0,33.103,5.88,100.1,3.1,0.7,0.52,30,0.42,0.16,24.723,322.0,0.097,0.06
41.0,13.9,33.153,5.81,98.7,3.4,1.2,0.38,41,0.45,0.13,24.783,316.6,0.132,0.06
49.0,13.92,33.181,5.78,98.3,3.5,1.3,0.38,49,0.47,0.13,24.8,315.2,0.157,0.05
50.0,13.9,33.186,5.77,98.1,3.5,1.3,0.37,50,0.47,0.13,24.808,314.4,0.16,0.05
60.0,13.66,33.243,5.6,94.8,4.2,2.9,0.28,60,0.56,0.13,24.902,305.8,0.191,0.0
72.0,12.34,33.234,5.15,84.8,7.4,8.0,0.12,72,0.87,0.13,25.156,281.8,0.227,0.0
75.0,12.12,33.154,4.98,81.5,8.4,9.3,0.11,75,0.95,0.13,25.135,283.8,0.235,0.0
87.0,11.4,33.402,4.43,71.5,12.0,13.6,0.08,87,1.21,0.12,25.462,252.9,0.267,0.0
99.0,10.7,33.396,4.39,69.8,13.8,15.2,0.05,99,1.3,0.07,25.582,241.7,0.297,0.0
100.0,10.36,33.411,4.37,69.0,14.0,15.4,0.05,100,1.31,0.07,25.653,234.9,0.299,0.0
122.0,10.07,33.615,3.73,58.6,19.9,20.2,0.01,123,1.6,0.03,25.861,215.5,0.349,0.0
125.0,10.12,33.654,3.62,56.9,20.7,20.7,0.01,126,1.64,0.03,25.884,213.5,0.355,0.0
142.0,9.9,33.812,3.06,47.9,24.4,23.0,0.01,143,1.81,0.02,26.044,198.6,0.39,0.0
150.0,9.83,33.838,2.93,45.8,25.5,23.7,0.01,151,1.86,0.02,26.076,195.7,0.406,0.0
170.0,9.43,33.931,2.76,42.8,27.8,25.0,0.0,171,1.93,0.02,26.215,182.8,0.444,0.0
200.0,9.03,34.026,2.51,38.6,32.0,26.9,0.0,201,2.05,0.02,26.354,170.1,0.497,0.0
201.0,9.03,34.031,2.5,38.5,32.2,27.0,0.0,202,2.05,0.02,26.358,169.7,0.499,0.0
0.0,15.27,33.171,5.72,100.0,2.3,0.1,0.33,0,0.34,0.1,24.504,342.0,0.0,0.0
3.0,15.27,33.171,5.72,100.0,2.3,0.1,0.33,3,0.34,0.1,24.504,342.1,0.01,0.0
9.0,15.28,33.156,5.74,100.3,2.4,0.1,0.32,9,0.34,0.1,24.491,343.5,0.031,0.0
20.0,15.28,33.155,5.71,99.8,2.3,0.1,0.29,20,0.35,0.12,24.49,343.9,0.069,0.0
30.0,15.28,33.156,5.72,100.0,2.3,0.0,0.29,30,0.34,0.13,24.491,344.1,0.103,0.06
31.0,15.28,33.154,5.72,100.0,2.3,0.0,0.29,31,0.34,0.13,24.49,344.3,0.106,0.06
40.0,15.28,33.156,5.72,100.0,2.3,0.0,0.3,40,0.34,0.12,24.492,344.4,0.137,0.0
49.0,15.29,33.155,5.73,100.2,2.3,0.1,0.29,49,0.34,0.13,24.489,344.9,0.168,0.0
50.0,15.28,33.156,5.73,100.2,2.3,0.1,0.29,50,0.34,0.13,24.492,344.7,0.172,0.0
60.0,15.25,33.155,5.71,99.7,2.3,0.1,0.29,60,0.34,0.13,24.498,344.4,0.206,0.0
70.0,14.56,33.139,5.72,98.5,2.9,0.5,0.15,70,0.41,0.12,24.635,331.6,0.24,0.13
75.0,14.26,33.131,5.73,98.1,3.0,0.7,0.14,75,0.43,0.11,24.692,326.3,0.257,0.1
86.0,13.7,33.122,5.74,97.1,3.5,1.5,0.11,86,0.49,0.1,24.801,316.1,0.292,0.05
99.0,12.17,33.082,5.61,91.9,5.0,4.1,0.07,99,0.64,0.08,25.071,290.5,0.331,0.0
100.0,12.11,33.082,5.6,91.6,5.1,4.3,0.07,100,0.65,0.08,25.082,289.5,0.334,0.0
120.0,11.12,33.114,5.45,87.3,7.1,7.2,0.04,121,0.81,0.05,25.289,270.1,0.39,0.0
125.0,10.81,33.123,5.41,86.1,7.7,8.0,0.04,126,0.86,0.05,25.351,264.2,0.404,0.0
140.0,10.26,33.203,5.2,81.8,10.3,10.9,0.03,141,1.02,0.04,25.508,249.5,0.442,0.0
150.0,9.76,33.251,4.94,76.9,13.1,13.7,0.02,151,1.18,0.03,25.63,238.0,0.467,0.0
169.0,9.36,33.482,4.33,66.9,19.3,19.2,0.01,170,1.51,0.02,25.875,214.9,0.51,0.0
198.0,8.77,33.814,3.39,51.8,28.5,25.2,0.0,199,1.88,0.02,26.229,181.8,0.567,0.0
0.0,15.47,33.173,5.71,100.2,2.0,0.0,0.25,0,0.34,0.12,24.462,346.0,0.0,0.0
2.0,15.47,33.173,5.71,100.2,2.0,0.0,0.25,2,0.34,0.12,24.462,346.1,0.007,0.0
10.0,15.46,33.173,5.72,100.4,1.9,0.0,0.25,10,0.34,0.12,24.464,346.1,0.035,0.0
14.0,15.46,33.171,5.72,100.4,1.9,0.0,0.25,14,0.34,0.12,24.463,346.4,0.048,0.0
20.0,15.46,33.173,5.71,100.2,1.9,0.0,0.26,20,0.34,0.12,24.465,346.4,0.069,0.0
26.0,15.46,33.17,5.7,100.0,2.0,0.0,0.26,26,0.34,0.12,24.463,346.8,0.09,0.0
30.0,15.46,33.172,5.7,100.0,2.0,0.0,0.26,30,0.34,0.12,24.464,346.7,0.104,0.0
35.0,15.46,33.173,5.71,100.2,2.0,0.0,0.26,35,0.33,0.12,24.465,346.8,0.121,0.0
42.0,15.46,33.175,5.71,100.2,2.2,0.0,0.25,42,0.3,0.13,24.467,346.8,0.146,0.0
50.0,15.46,33.172,5.71,100.2,2.1,0.0,0.26,50,0.31,0.13,24.465,347.3,0.173,0.0
52.0,15.46,33.173,5.71,100.2,2.1,0.0,0.26,52,0.32,0.13,24.466,347.2,0.18,0.0
63.0,15.46,33.172,5.7,100.0,2.0,0.0,0.25,63,0.33,0.13,24.465,347.6,0.218,0.0
71.0,15.45,33.171,5.72,100.3,2.2,0.0,0.24,71,0.36,0.12,24.467,347.7,0.246,0.06
75.0,15.4,33.174,5.72,100.2,2.2,0.0,0.22,75,0.37,0.11,24.48,346.6,0.26,0.06
81.0,15.29,33.176,5.72,100.0,2.3,0.1,0.19,81,0.38,0.11,24.506,344.3,0.281,0.07
93.0,13.93,33.205,5.81,98.8,3.2,0.6,0.12,93,0.43,0.14,24.818,314.7,0.32,0.0
100.0,13.43,33.223,5.76,97.0,3.4,1.1,0.1,100,0.45,0.12,24.934,303.8,0.342,0.0
103.0,13.29,33.223,5.73,96.2,3.5,1.4,0.09,103,0.46,0.11,24.962,301.2,0.351,0.0
119.0,11.39,33.082,5.55,89.4,6.2,5.9,0.04,120,0.76,0.05,25.215,277.1,0.397,0.0
125.0,10.88,33.068,5.5,87.6,6.8,7.0,0.03,126,0.82,0.04,25.296,269.5,0.414,0.0
135.0,10.61,33.072,5.36,84.9,8.4,9.2,0.03,136,0.95,0.04,25.346,264.8,0.44,0.0
150.0,9.68,33.206,4.86,75.5,14.8,15.5,0.01,151,1.33,0.02,25.607,240.1,0.478,0.0
170.0,9.34,33.471,4.41,68.1,18.9,18.6,0.0,171,1.48,0.01,25.87,215.5,0.524,0.0
200.0,9.04,33.73,3.96,60.8,23.3,21.6,0.0,201,1.65,0.01,26.121,192.2,0.585,0.0
201.0,9.07,33.712,3.94,60.6,23.5,21.7,0.0,202,1.66,0.01,26.102,194.0,0.587,0.0
0.0,16.04,33.214,5.69,101.0,2.0,0.0,0.2,0,0.33,0.05,24.366,355.2,0.0,0.0
2.0,16.04,33.214,5.69,101.0,2.0,0.0,0.2,2,0.33,0.05,24.366,355.2,0.007,0.0
10.0,15.77,33.207,5.7,100.7,2.1,0.0,0.22,10,0.32,0.07,24.422,350.2,0.035,0.0
20.0,15.72,33.202,5.69,100.4,2.0,0.0,0.23,20,0.32,0.08,24.429,349.8,0.07,0.0
24.0,15.71,33.201,5.69,100.3,2.0,0.0,0.23,24,0.32,0.08,24.431,349.7,0.084,0.0
30.0,15.7,33.198,5.69,100.3,2.0,0.0,0.24,30,0.32,0.08,24.431,349.9,0.105,0.0
41.0,15.69,33.197,5.68,100.1,1.9,0.0,0.25,41,0.32,0.09,24.433,350.1,0.144,0.0
50.0,15.67,33.193,5.68,100.1,2.0,0.0,0.26,50,0.32,0.1,24.435,350.2,0.175,0.0
63.0,15.65,33.188,5.7,100.4,1.9,0.0,0.27,63,0.32,0.1,24.436,350.5,0.221,0.0
75.0,15.63,33.187,5.66,99.6,1.9,0.0,0.26,75,0.32,0.11,24.44,350.5,0.263,0.0
87.0,15.46,33.183,5.7,100.0,2.2,0.1,0.2,87,0.33,0.11,24.475,347.5,0.305,0.0
100.0,14.91,33.169,5.73,99.4,2.5,0.4,0.15,100,0.36,0.12,24.584,337.4,0.349,0.0
101.0,14.95,33.173,5.73,99.5,2.5,0.4,0.15,101,0.36,0.12,24.579,337.9,0.353,0.0
112.0,13.06,33.161,5.72,95.5,4.0,2.6,0.09,112,0.52,0.11,24.96,301.6,0.388,0.0
125.0,12.68,33.216,5.61,93.0,4.5,3.1,0.06,126,0.54,0.09,25.078,290.7,0.426,0.0
141.0,10.57,33.052,5.38,85.1,8.7,9.3,0.03,142,1.02,0.04,25.338,265.8,0.471,0.0
150.0,10.27,33.136,5.26,82.7,10.3,11.2,0.02,151,1.12,0.03,25.454,254.8,0.494,0.0
170.0,9.69,33.263,4.91,76.3,13.7,14.4,0.01,171,1.22,0.02,25.651,236.4,0.543,0.0
200.0,9.04,33.626,4.08,62.6,22.2,21.1,0.0,201,1.6,0.01,26.04,199.9,0.609,0.0
201.0,9.06,33.6,4.05,62.2,22.5,21.3,0.0,202,1.61,0.01,26.016,202.1,0.611,0.0
0.0,15.53,33.183,5.78,101.6,1.9,0.0,0.17,0,0.33,0.06,24.456,346.6,0.0,0.06
2.0,15.53,33.183,5.78,101.6,1.9,0.0,0.17,2,0.33,0.06,24.456,346.6,0.007,0.06
10.0,15.54,33.185,5.73,100.7,2.0,0.0,0.17,10,0.34,0.06,24.456,346.9,0.035,0.05
20.0,15.46,33.174,5.74,100.7,1.9,0.0,0.19,20,0.34,0.08,24.465,346.3,0.069,0.06
30.0,15.37,33.165,5.75,100.7,2.0,0.0,0.25,30,0.34,0.11,24.479,345.3,0.104,0.05
41.0,15.02,33.141,5.81,101.0,2.3,0.0,0.34,41,0.35,0.17,24.537,340.1,0.142,0.0
50.0,14.99,33.14,5.79,100.6,2.2,0.0,0.33,50,0.36,0.18,24.543,339.8,0.172,0.06
60.0,14.03,33.128,5.79,98.6,2.9,0.8,0.28,60,0.46,0.23,24.737,321.5,0.205,0.11
70.0,13.54,33.095,5.77,97.3,3.4,1.5,0.2,70,0.52,0.16,24.812,314.6,0.237,0.06
75.0,13.21,33.072,5.76,96.4,3.6,2.0,0.16,75,0.54,0.14,24.861,310.1,0.253,0.04
85.0,12.57,33.037,5.71,94.3,4.3,3.3,0.1,85,0.6,0.1,24.959,300.9,0.283,0.0
100.0,11.22,32.992,5.56,89.2,6.1,6.4,0.06,100,0.8,0.06,25.176,280.4,0.327,0.0
101.0,11.27,32.991,5.55,89.1,6.3,6.6,0.06,101,0.81,0.06,25.166,281.3,0.33,0.0
121.0,10.19,33.054,5.28,82.9,9.8,11.0,0.03,122,1.05,0.04,25.403,259.0,0.384,0.0
125.0,9.99,33.105,5.18,81.0,10.9,12.1,0.03,126,1.12,0.04,25.477,252.0,0.394,0.0
141.0,9.73,33.256,4.71,73.3,15.6,16.7,0.01,142,1.38,0.02,25.638,237.0,0.433,0.0
150.0,9.57,33.372,4.4,68.2,18.3,18.9,0.01,151,1.51,0.02,25.755,226.0,0.454,0.0
170.0,9.26,33.637,3.77,58.2,23.5,22.7,0.0,171,1.74,0.02,26.013,201.9,0.497,0.0
200.0,9.02,33.859,3.4,52.2,26.6,24.3,0.0,201,1.8,0.01,26.225,182.3,0.554,0.0
201.0,9.02,33.868,3.39,52.1,26.7,24.3,0.0,202,1.8,0.01,26.232,181.7,0.556,0.0
0.0,14.86,33.333,5.84,101.3,3.4,0.4,0.99,0,0.42,0.53,24.718,321.6,0.0,1.01
2.0,14.86,33.333,5.84,101.3,3.4,0.4,0.99,2,0.42,0.53,24.718,321.7,0.006,1.01
5.0,14.87,33.332,5.86,101.7,3.4,0.4,1.21,5,0.41,0.5,24.715,322.0,0.016,1.03
10.0,14.86,33.332,5.84,101.3,3.4,0.4,1.18,10,0.41,0.51,24.718,322.0,0.032,1.04
15.0,14.87,33.326,5.85,101.5,3.4,0.4,1.2,15,0.42,0.43,24.711,322.7,0.048,1.06
20.0,14.86,33.347,5.79,100.5,3.3,0.4,1.16,20,0.45,0.43,24.729,321.1,0.064,1.18
0.0,15.24,33.312,5.73,100.2,2.9,0.1,0.8,0,0.4,0.5,24.619,331.0,0.0,0.34
2.0,15.24,33.312,5.73,100.2,2.9,0.1,0.8,2,0.4,0.5,24.619,331.1,0.007,0.34
5.0,15.23,33.321,5.77,100.9,3.1,0.1,0.85,5,0.41,0.5,24.629,330.3,0.017,0.33
10.0,15.21,33.332,5.77,100.8,3.2,0.2,0.86,10,0.39,0.52,24.642,329.2,0.033,0.33
11.0,15.22,33.331,5.77,100.8,3.2,0.2,0.86,11,0.39,0.52,24.639,329.5,0.036,0.33
14.0,15.22,33.361,5.74,100.3,3.1,0.1,0.84,14,0.4,0.49,24.662,327.4,0.046,0.35
0.0,15.37,33.38,5.78,101.4,3.1,0.3,0.77,0,0.4,0.32,24.643,328.7,0.0,0.57
2.0,15.37,33.38,5.78,101.4,3.1,0.3,0.77,2,0.4,0.32,24.643,328.8,0.007,0.57
5.0,15.37,33.382,5.76,101.0,2.9,0.2,0.77,5,0.39,0.34,24.645,328.7,0.016,0.58
9.0,15.38,33.382,5.77,101.2,2.9,0.2,0.81,9,0.38,0.3,24.643,329.1,0.03,0.48
10.0,15.39,33.381,5.77,101.2,2.9,0.2,0.81,10,0.38,0.3,24.64,329.4,0.033,0.48
20.0,15.39,33.381,5.77,101.2,3.0,0.2,0.76,20,0.38,0.34,24.64,329.6,0.066,0.51
21.0,15.39,33.384,5.77,101.2,3.0,0.2,0.75,21,0.38,0.34,24.642,329.5,0.069,0.51
30.0,15.39,33.384,5.75,100.9,2.8,0.2,0.73,30,0.38,0.34,24.643,329.7,0.099,0.51
39.0,15.37,33.386,5.76,101.0,2.8,0.2,0.7,39,0.37,0.32,24.649,329.4,0.128,0.57
47.0,15.35,33.387,5.75,100.8,3.1,0.3,0.62,47,0.38,0.32,24.655,329.1,0.155,0.62
50.0,15.34,33.386,5.7,99.9,3.3,0.5,0.57,50,0.41,0.31,24.656,329.1,0.165,0.73
56.0,15.03,33.368,5.61,97.7,3.8,0.9,0.48,56,0.48,0.3,24.71,324.1,0.184,0.94
0.0,15.64,33.443,5.71,100.7,2.3,0.0,0.38,0,0.35,0.14,24.632,329.8,0.0,0.0
2.0,15.64,33.443,5.71,100.7,2.3,0.0,0.38,2,0.35,0.14,24.632,329.9,0.007,0.0
9.0,15.64,33.444,5.71,100.7,2.2,0.0,0.37,9,0.35,0.13,24.633,330.0,0.03,0.0
10.0,15.63,33.444,5.71,100.7,2.2,0.0,0.37,10,0.35,0.13,24.635,329.8,0.033,0.01
20.0,15.64,33.441,5.71,100.7,2.3,0.0,0.41,20,0.36,0.11,24.631,330.5,0.066,0.06
30.0,15.63,33.443,5.71,100.7,2.2,0.0,0.36,30,0.35,0.15,24.635,330.5,0.099,0.0
41.0,15.59,33.44,5.7,100.4,2.4,0.0,0.41,41,0.36,0.19,24.642,330.1,0.135,0.0
50.0,15.34,33.415,5.62,98.5,2.9,0.4,0.41,50,0.41,0.19,24.678,326.9,0.165,0.0
60.0,14.15,33.339,5.33,91.1,4.6,2.8,0.23,60,0.6,0.21,24.875,308.4,0.197,0.0
70.0,13.36,33.292,5.17,87.0,5.9,5.0,0.16,70,0.75,0.15,25.001,296.6,0.227,0.0
75.0,12.65,33.316,4.95,82.0,7.3,6.7,0.13,75,0.87,0.13,25.16,281.6,0.241,0.0
86.0,12.23,33.342,4.53,74.4,10.3,10.5,0.08,86,1.11,0.1,25.261,272.2,0.272,0.0
100.0,11.07,33.34,4.59,73.6,11.9,13.5,0.06,100,1.22,0.07,25.473,252.1,0.309,0.0
120.0,10.56,33.53,3.99,63.3,16.7,17.7,0.02,121,1.48,0.04,25.711,229.8,0.357,0.0
125.0,10.44,33.574,3.73,59.0,18.4,18.8,0.02,126,1.57,0.04,25.766,224.7,0.368,0.0
142.0,10.48,33.813,2.9,46.0,23.6,22.2,0.01,143,1.85,0.03,25.946,208.0,0.405,0.0
150.0,9.82,33.751,2.85,44.6,24.7,23.0,0.01,151,1.89,0.03,26.01,202.0,0.421,0.0
171.0,9.9,33.913,2.71,42.5,26.7,24.2,0.0,172,1.95,0.02,26.124,191.7,0.463,0.0
199.0,9.79,34.089,2.05,32.1,31.5,26.5,0.0,200,2.17,0.02,26.28,177.5,0.514,0.0
0.0,15.82,33.487,5.72,101.3,2.4,0.0,0.39,0,0.35,0.11,24.625,330.4,0.0,0.0
2.0,15.82,33.487,5.72,101.3,2.4,0.0,0.39,2,0.35,0.11,24.625,330.5,0.007,0.0
10.0,15.84,33.492,5.72,101.3,2.4,0.0,0.38,10,0.36,0.1,24.625,330.8,0.033,0.0
20.0,15.85,33.491,5.71,101.2,2.3,0.0,0.38,20,0.36,0.12,24.622,331.4,0.066,0.0
30.0,15.8,33.484,5.7,100.9,2.5,0.0,0.4,30,0.36,0.15,24.629,331.1,0.099,0.0
40.0,14.89,33.391,5.5,95.5,3.5,1.1,0.32,40,0.47,0.25,24.757,319.1,0.132,0.0
50.0,14.12,33.323,5.33,91.1,4.8,3.1,0.25,50,0.61,0.2,24.869,308.7,0.163,0.0
61.0,13.15,33.218,5.37,89.9,5.4,4.7,0.18,61,0.69,0.23,24.985,297.8,0.197,0.0
69.0,12.47,33.198,5.24,86.5,6.7,6.7,0.14,69,0.81,0.2,25.103,286.8,0.22,0.0
75.0,12.03,33.233,5.01,81.9,7.9,8.1,0.11,75,0.91,0.17,25.214,276.3,0.237,0.0
85.0,12.0,33.335,4.62,75.5,10.0,10.4,0.08,85,1.06,0.12,25.299,268.5,0.264,0.0
100.0,11.18,33.392,4.39,70.5,12.7,14.2,0.06,100,1.25,0.09,25.494,250.1,0.303,0.0
119.0,10.64,33.535,3.95,62.8,16.8,17.7,0.03,120,1.47,0.06,25.701,230.8,0.349,0.0
125.0,10.51,33.59,3.85,61.0,17.9,18.6,0.02,126,1.52,0.05,25.767,224.7,0.362,0.0
140.0,10.15,33.666,3.6,56.7,20.5,20.4,0.01,141,1.62,0.03,25.888,213.4,0.395,0.0
150.0,10.06,33.731,3.41,53.6,21.7,21.3,0.01,151,1.68,0.03,25.954,207.3,0.416,0.0
170.0,9.94,33.859,3.0,47.1,24.7,23.1,0.01,171,1.82,0.02,26.075,196.3,0.457,0.0
199.0,9.23,34.072,2.29,35.4,33.0,27.0,0.0,200,2.12,0.02,26.359,169.8,0.51,0.0
0.0,15.86,33.491,5.71,101.2,2.0,0.0,0.34,0,0.38,0.09,24.62,331.0,0.0,0.0
2.0,15.86,33.491,5.71,101.2,2.0,0.0,0.34,2,0.38,0.09,24.62,331.1,0.007,0.0
10.0,15.87,33.492,5.71,101.2,2.2,0.0,0.34,10,0.36,0.08,24.618,331.4,0.033,0.0
20.0,15.88,33.494,5.71,101.2,2.2,0.0,0.36,20,0.37,0.09,24.618,331.8,0.066,0.0
30.0,15.88,33.492,5.71,101.2,2.0,0.0,0.37,30,0.36,0.1,24.617,332.2,0.099,0.0
41.0,15.62,33.473,5.64,99.4,2.3,0.3,0.38,41,0.4,0.14,24.661,328.4,0.136,0.0
50.0,13.79,33.3,5.22,88.6,5.5,4.1,0.24,50,0.69,0.24,24.919,303.9,0.164,0.0
61.0,13.37,33.354,4.61,77.6,8.7,7.6,0.21,61,0.96,0.21,25.046,292.0,0.197,0.0
71.0,12.91,33.368,4.46,74.3,9.8,9.3,0.18,71,1.06,0.17,25.149,282.5,0.226,0.0
75.0,12.87,33.374,4.32,72.0,10.7,10.2,0.15,75,1.12,0.15,25.162,281.4,0.237,0.0
86.0,12.27,33.449,4.0,65.8,13.1,12.7,0.06,86,1.28,0.09,25.336,265.0,0.267,0.0
100.0,11.05,33.444,4.24,68.0,13.6,14.6,0.04,100,1.32,0.06,25.558,244.1,0.303,0.0
102.0,11.04,33.447,4.28,68.6,13.7,14.9,0.04,102,1.32,0.06,25.562,243.7,0.308,0.0
121.0,10.53,33.575,3.82,60.6,17.5,18.6,0.03,122,1.53,0.04,25.752,226.0,0.352,0.0
125.0,10.47,33.615,3.71,58.8,18.4,19.3,0.03,126,1.57,0.04,25.793,222.1,0.361,0.0
140.0,10.05,33.738,3.33,52.3,21.7,21.7,0.01,141,1.72,0.03,25.961,206.5,0.393,0.0
150.0,9.76,33.761,3.19,49.8,23.6,22.8,0.0,151,1.79,0.03,26.028,200.3,0.414,0.0
170.0,9.42,33.877,2.99,46.4,27.0,24.5,0.0,171,1.9,0.02,26.175,186.6,0.452,0.0
200.0,9.05,33.986,2.65,40.8,31.2,26.5,0.0,201,2.03,0.01,26.32,173.4,0.506,0.0
203.0,9.06,33.994,2.6,40.0,31.7,26.7,0.0,204,2.05,0.01,26.325,173.0,0.512,0.0
0.0,15.78,33.473,5.74,101.5,2.4,0.0,0.45,0,0.34,0.15,24.624,330.6,0.0,0.0
3.0,15.78,33.473,5.74,101.5,2.4,0.0,0.45,3,0.34,0.15,24.624,330.7,0.01,0.0
10.0,15.78,33.472,5.76,101.9,2.6,0.0,0.45,10,0.34,0.16,24.623,331.0,0.033,0.0
20.0,15.71,33.466,5.73,101.2,2.7,0.0,0.46,20,0.34,0.18,24.635,330.2,0.066,0.0
21.0,15.73,33.468,5.73,101.3,2.7,0.0,0.46,21,0.34,0.18,24.632,330.5,0.069,0.0
30.0,15.67,33.467,5.74,101.3,2.5,0.0,0.48,30,0.35,0.19,24.645,329.6,0.099,0.0
41.0,15.58,33.459,5.7,100.4,2.7,0.1,0.53,41,0.35,0.21,24.659,328.5,0.135,0.0
50.0,15.45,33.453,5.68,99.8,2.9,0.2,0.52,50,0.36,0.25,24.683,326.5,0.165,0.0
59.0,14.64,33.382,5.44,94.0,4.2,2.0,0.36,59,0.52,0.18,24.805,315.1,0.194,0.0
70.0,12.82,33.247,5.16,85.8,6.6,6.4,0.18,70,0.8,0.21,25.073,289.7,0.227,0.0
75.0,12.38,33.258,5.05,83.2,7.6,7.8,0.16,75,0.88,0.18,25.167,280.8,0.241,0.0
89.0,11.71,33.306,4.76,77.3,10.1,10.8,0.1,89,1.06,0.1,25.33,265.5,0.279,0.0
99.0,11.35,33.352,4.56,73.5,11.8,13.0,0.08,99,1.18,0.1,25.432,256.0,0.306,0.0
100.0,11.34,33.358,4.55,73.4,11.9,13.1,0.08,100,1.19,0.1,25.439,255.4,0.308,0.0
121.0,11.0,33.425,4.3,68.8,13.6,15.2,0.06,122,1.31,0.08,25.552,245.1,0.361,0.0
125.0,10.56,33.525,4.2,66.6,14.6,16.1,0.05,126,1.36,0.07,25.708,230.3,0.37,0.0
143.0,10.16,33.64,3.69,58.1,19.8,20.1,0.01,144,1.6,0.03,25.866,215.6,0.41,0.0
150.0,10.01,33.675,3.54,55.5,21.4,21.2,0.01,151,1.66,0.03,25.919,210.7,0.425,0.0
171.0,9.54,33.839,3.14,48.8,25.7,23.7,0.0,172,1.81,0.02,26.125,191.4,0.467,0.0
200.0,9.17,33.965,2.69,41.5,30.4,26.1,0.0,201,1.98,0.02,26.284,176.8,0.521,0.0
201.0,9.16,33.974,2.68,41.3,30.5,26.2,0.0,202,1.99,0.02,26.293,176.0,0.523,0.0
0.0,14.65,33.387,5.98,103.4,2.8,0.1,0.48,0,0.36,0.15,24.805,313.4,0.0,0.0
2.0,14.65,33.387,5.98,103.4,2.8,0.1,0.48,2,0.36,0.15,24.805,313.4,0.006,0.0
9.0,14.65,33.382,5.97,103.2,2.6,0.1,0.47,9,0.35,0.15,24.801,314.0,0.028,0.0
10.0,14.66,33.387,5.96,103.0,2.6,0.1,0.49,10,0.35,0.16,24.803,313.8,0.031,0.0
20.0,14.11,33.365,5.8,99.1,3.5,1.3,0.7,20,0.45,0.3,24.902,304.7,0.062,0.0
21.0,14.08,33.364,5.77,98.6,3.7,1.5,0.72,21,0.47,0.32,24.908,304.2,0.065,0.0
30.0,13.2,33.347,5.43,91.1,5.7,4.5,0.59,30,0.68,0.34,25.074,288.5,0.092,0.0
33.0,13.13,33.347,5.31,88.9,6.4,5.6,0.52,33,0.75,0.34,25.088,287.3,0.101,0.0
40.0,12.78,33.343,5.11,84.9,7.4,7.2,0.41,40,0.83,0.28,25.154,281.1,0.121,0.0
50.0,11.98,33.368,4.73,77.3,10.2,10.9,0.25,50,1.06,0.18,25.327,264.9,0.148,0.0
